[Name],,
BLD GEO HIGH,,
,,
[Data],,
Radius [ m ], theta [ degree ], X [ m ]
0.251900196,-5.420954227,0.007272721
0.2518107,-5.290018082,0.007615153
0.251709789,-5.141033649,0.008001476
0.251598269,-4.975138187,0.008428357
0.251478255,-4.793793678,0.008887723
0.251346618,-4.599350452,0.009377387
0.251206934,-4.392519951,0.009893807
0.25105983,-4.174471855,0.010437957
0.250906557,-3.946796656,0.01100468
0.25074777,-3.71091342,0.011586219
0.250584483,-3.467767715,0.012180514
0.250417709,-3.217785358,0.012787516
0.25024724,-2.961708784,0.013407816
0.250072241,-2.699981928,0.014038002
0.249895349,-2.431668043,0.01467453
0.249715149,-2.157068491,0.015322939
0.24953115,-1.876633763,0.015982457
0.249343514,-1.590429306,0.016653022
0.249153152,-1.296716809,0.017333418
0.248957366,-0.994652927,0.018031767
0.248754412,-0.68340826,0.018753974
0.248542428,-0.359608203,0.019508237
0.252108902,-5.687905788,0.006569271
0.2520639,-5.62272644,0.006742279
0.252001494,-5.532564163,0.006980928
0.251924336,-5.420830727,0.007276104
0.251834869,-5.289941788,0.007618336
0.251733869,-5.141007423,0.008004436
0.251622349,-4.975165367,0.00843109
0.251502305,-4.793874741,0.008890213
0.251370668,-4.599488735,0.009379626
0.251230985,-4.392716408,0.009895789
0.251083791,-4.17472744,0.010439673
0.250930518,-3.947112083,0.011006132
0.250771672,-3.711290359,0.0115874
0.250608355,-3.468207121,0.01218142
0.250441492,-3.218289375,0.012788145
0.250271022,-2.962277412,0.013408161
0.250095993,-2.700619221,0.014038075
0.249919042,-2.432372332,0.014674307
0.249738812,-2.157840014,0.015322417
0.249554783,-1.877472758,0.015981626
0.249367118,-1.591338277,0.016651887
0.249176711,-1.297694445,0.017331965
0.24898091,-0.995697916,0.018029984
0.248777911,-0.684518933,0.018751841
0.248565882,-0.360785514,0.019505775
0.177982002,-6.77084589,0.000314725
0.178023428,-6.778069496,0.000507936
0.177989393,-6.778945446,0.000506736
0.177947938,-6.771724701,0.000313527
0.178029284,-6.769628048,0.000316389
0.17807059,-6.776855469,0.000509601
0.178094804,-6.767940998,0.000318701
0.178136006,-6.775174141,0.000511913
0.178185686,-6.765604019,0.000321913
0.178226739,-6.772846222,0.000515126
0.178311691,-6.762372494,0.00032638
0.17835255,-6.769625664,0.000519594
0.178486422,-6.75790453,0.000332598
0.178526998,-6.765172482,0.000525812
0.178728655,-6.751735687,0.000341269
0.178768843,-6.759026527,0.000534478
0.179064527,-6.743233681,0.000353383
0.179104164,-6.750556469,0.000546582
0.179530159,-6.731541634,0.000370357
0.179569036,-6.738911629,0.00056353
0.180175647,-6.715514183,0.000394234
0.180213481,-6.72295475,0.000587348
0.181070477,-6.693641663,0.000428003
0.181106895,-6.70118618,0.000621003
0.182310849,-6.663986206,0.00047615
0.182345256,-6.67165947,0.000669063
0.184030145,-6.624106407,0.000545376
0.184061825,-6.631984234,0.000737976
0.186396509,-6.571482182,0.000645493
0.186424673,-6.579631329,0.000837705
0.189453557,-6.507200241,0.000783161
0.189477295,-6.515730858,0.000974614
0.192510724,-6.446882248,0.000930318
0.192530096,-6.455803871,0.001120906
0.19553107,-6.390687466,0.001084159
0.195546627,-6.399971962,0.001274605
0.198547348,-6.337929249,0.001247004
0.198559076,-6.347664833,0.001437439
0.20154646,-6.28866148,0.001418312
0.201554716,-6.298936844,0.001608572
0.204523399,-6.242744923,0.001597743
0.204528198,-6.253639221,0.001787615
0.207500145,-6.19965601,0.001786638
0.20750156,-6.211241722,0.001975865
0.21044755,-6.159471989,0.001982812
0.210446164,-6.171936512,0.002171363
0.213392749,-6.121553421,0.002188471
0.213388517,-6.134933949,0.00237602
0.216328859,-6.085600376,0.002403311
0.216322035,-6.099889278,0.002589502
0.219252244,-6.051268578,0.002627123
0.21924299,-6.066439629,0.002811594
0.222175106,-6.01802969,0.002860881
0.222163379,-6.034062386,0.003043412
0.225087404,-5.985261917,0.003103616
0.22507365,-6.002423286,0.003283777
0.227998048,-5.953446865,0.003359169
0.227982134,-5.971479893,0.003534448
0.230907723,-5.922274113,0.003629821
0.230889469,-5.940973282,0.003799669
0.233814806,-5.891405106,0.003917719
0.233794436,-5.910787582,0.00408191
0.236719832,-5.860726833,0.004225568
0.236697406,-5.880791664,0.004383849
0.239627585,-5.829473495,0.004556649
0.239603519,-5.850624561,0.00470749
0.242533952,-5.797943592,0.004913529
0.242508441,-5.820358753,0.005056249
0.245412722,-5.789941311,0.005433568
0.247359902,-5.769450665,0.005703242
0.248748302,-5.754715919,0.005905053
0.249738529,-5.744144917,0.006053916
0.250445038,-5.73661375,0.006161978
0.250948966,-5.73118782,0.00624097
0.251308531,-5.727310181,0.006297958
0.251565158,-5.724548817,0.006338821
0.251748323,-5.722579479,0.006368085
0.251879007,-5.721175671,0.006389022
0.251972258,-5.720174313,0.006403992
0.252038866,-5.71945858,0.00641469
0.252086401,-5.718948841,0.006422333
0.252120286,-5.718585491,0.006427791
0.252144486,-5.718325615,0.006431689
0.186959088,3.92431426,0.040435355
0.186934888,3.923645735,0.040441349
0.187106147,4.06831646,0.04138989
0.187081993,4.067474365,0.041395482
0.187225342,4.183755398,0.042163808
0.187201262,4.182762146,0.04216899
0.187309667,4.263904095,0.042711213
0.187285587,4.262785435,0.042715963
0.187353253,4.325606346,0.042994089
0.187329128,4.324537277,0.042998221
0.187359676,4.381838799,0.043036118
0.187335491,4.38069582,0.043039657
0.18699272,3.925238371,0.040427044
0.187139645,4.069482803,0.041382134
0.18725878,4.185130596,0.042156622
0.187343016,4.265452862,0.042704627
0.187386781,4.327085972,0.04298836
0.187393188,4.383420944,0.043031212
0.187039301,3.926516056,0.040415525
0.187186107,4.071094036,0.041371383
0.187305138,4.187032223,0.042146657
0.187389299,4.267596245,0.042695489
0.187433213,4.329136372,0.042980406
0.18743968,4.385611534,0.043024406
0.187103897,3.928276539,0.040399555
0.187250555,4.073319435,0.041356474
0.187369421,4.189659595,0.04213284
0.187453493,4.270558834,0.042682815
0.187497646,4.33197546,0.042969368
0.187504157,4.388641834,0.043014962
0.187193498,3.930700064,0.040377423
0.187339902,4.076386929,0.041335806
0.18745856,4.193284988,0.042113673
0.187542498,4.27464962,0.042665232
0.187586963,4.335904121,0.042954043
0.187593564,4.392830372,0.043001857
0.187317774,3.93402338,0.040346768
0.18746382,4.080605507,0.041307159
0.187582165,4.198276043,0.042087089
0.187665924,4.280288696,0.042640835
0.187710807,4.341335297,0.042932753
0.187717542,4.398611069,0.042983659
0.187490091,3.938563347,0.040304314
0.18763563,4.086387634,0.041267455
0.187753588,4.20512867,0.04205022
0.187837079,4.288043022,0.042606976
0.187882528,4.348835468,0.042903159
0.187889427,4.40657711,0.04295839
0.187729076,3.944726229,0.040245559
0.187873945,4.094275951,0.04121244
0.187991336,4.214501381,0.041999087
0.188074425,4.298672199,0.042559978
0.188120604,4.359176159,0.042862002
0.188127801,4.417527199,0.042923268
0.188060522,3.953021526,0.040164314
0.188204423,4.104967117,0.041136239
0.188321009,4.227248192,0.041928157
0.188403577,4.31317091,0.042494707
0.188450679,4.373398304,0.042804711
0.188458294,4.432531357,0.042874414
0.188520253,3.964051723,0.040052105
0.188662782,4.11932373,0.04103075
0.188778266,4.244447708,0.041829769
0.188860089,4.332816124,0.042404015
0.188908264,4.392893791,0.042724889
0.188916564,4.45300436,0.042806368
0.189157963,3.978463173,0.039897416
0.189298585,4.138345242,0.040884852
0.189412534,4.267397404,0.041693326
0.189493284,4.359181404,0.042277925
0.189542592,4.419514656,0.04261354
0.189551964,4.480783939,0.042711433
0.190042436,3.996590853,0.039683491
0.19018051,4.163005352,0.040683102
0.190292358,4.2976017,0.041504722
0.190371647,4.394244671,0.042103678
0.190421879,4.455770969,0.042458367
0.190433368,4.51725626,0.042578373
0.191269875,4.018632412,0.039390024
0.191404313,4.194027424,0.040404722
0.19151324,4.33626318,0.041243196
0.191590399,4.439715862,0.041860983
0.191640899,4.504626274,0.042241648
0.191655383,4.565884113,0.042391147
0.191639438,4.616212368,0.042346209
0.19041732,4.564424992,0.042515554
0.192973301,4.043128967,0.038986858
0.193102494,4.230937958,0.040020734
0.19320716,4.383877277,0.040881254
0.193281114,4.497019291,0.041523971
0.193330273,4.569341183,0.04193864
0.193349108,4.628507614,0.042125646
0.19333449,4.682754517,0.042111374
0.195204839,4.06515646,0.038466845
0.195323423,4.268743515,0.039522637
0.195419267,4.435750008,0.040409412
0.195486635,4.561712265,0.041082248
0.19553116,4.645233631,0.041534632
0.195553571,4.703601837,0.041771006
0.195541143,4.761748314,0.041799746
0.197439611,4.076286793,0.037955545
0.197547778,4.295252323,0.039029393
0.197634786,4.476676941,0.039938591
0.197695598,4.615542412,0.040638223
0.197735161,4.71075201,0.041124567
0.197758853,4.771975517,0.04140716
0.197749659,4.832435131,0.041480452
0.199680641,4.082612991,0.03744347
0.199776962,4.315328598,0.038534679
0.199854374,4.510036945,0.039464537
0.199908689,4.660666943,0.040190317
0.199943513,4.76706171,0.040708803
0.199966237,4.834580421,0.041033577
0.199960545,4.895646095,0.041151371
0.201933846,4.084444523,0.036929704
0.202016249,4.329774857,0.038037371
0.202081919,4.536570549,0.038986597
0.202127963,4.698052883,0.03973867
0.202156603,4.815097332,0.040288307
0.202175766,4.891808033,0.04065121
0.202173069,4.952254772,0.040812124
0.204189077,4.078163147,0.036425468
0.204257458,4.336190224,0.037546281
0.204311475,4.554797649,0.038512275
0.204349265,4.727259159,0.039288621
0.204371691,4.855092525,0.039866984
0.204386562,4.941359043,0.040261399
0.204386026,5.002990246,0.040465225
0.206463352,4.064242363,0.03592705
0.206515774,4.335024834,0.037058584
0.206556752,4.565379143,0.038040064
0.20658502,4.749154091,0.038839202
0.206600383,4.887885094,0.039444089
0.206610382,4.983912945,0.039867885
0.206610307,5.048508167,0.040110357
0.20874393,4.043315411,0.035437401
0.208779216,4.326745987,0.036577921
0.208806202,4.568865776,0.037573565
0.208824113,4.764373779,0.038393524
0.208831877,4.913876534,0.039022766
0.208836585,5.019756794,0.03947375
0.208835572,5.088911533,0.039750103
0.211029574,4.018886566,0.034949102
0.211048052,4.314194202,0.036099214
0.211061761,4.567552567,0.037109073
0.211069822,4.774486542,0.037947968
0.21107094,4.9343853,0.03860154
0.211071,5.049862385,0.039078277
0.211068332,5.12471056,0.039383978
0.213342786,3.992881298,0.034451842
0.213341296,4.299241066,0.035613712
0.213338464,4.56318903,0.036639735
0.21333383,4.780809402,0.037498064
0.213326052,4.9506073,0.038177207
0.213319927,5.075171471,0.038679697
0.213313699,5.156573296,0.039010756
0.21565716,3.961984873,0.033964757
0.215635613,4.279432297,0.035136823
0.215616211,4.554133415,0.036176879
0.215598866,4.782318592,0.03705319
0.215582103,4.962039471,0.03775603
0.215569645,5.095660686,0.03828232
0.215559423,5.18414259,0.038635466
0.217994407,3.92652297,0.033483323
0.217952311,4.25521183,0.034664206
0.217915744,4.540808201,0.035716396
0.21788539,4.77957201,0.036609821
0.217859223,4.969344616,0.037334684
0.21784018,5.112037182,0.037883073
0.217825711,5.207745552,0.038256593
0.220346332,3.887200594,0.03300941
0.220281318,4.227203846,0.034198113
0.220225617,4.523743153,0.03526127
0.220180556,4.773078442,0.036171086
0.220143482,4.973015308,0.036916133
0.22011672,5.124708652,0.037485082
0.220097288,5.227614403,0.03787766
0.222704589,3.845907927,0.032540355
0.22261782,4.197138309,0.033735652
0.222543925,4.504441261,0.034808815
0.222485006,4.7640872,0.035734598
0.222437516,4.973976612,0.036498252
0.222403616,5.13432169,0.037087042
0.222379565,5.244196415,0.037497815
0.225119382,3.794212341,0.032030161
0.225006253,4.158611774,0.033236191
0.224909455,4.478573322,0.034325648
0.224831238,4.749916077,0.035274029
0.224767566,4.970439434,0.036062144
0.22472091,5.139626503,0.036676105
0.224687621,5.25674057,0.037109457
0.227529973,3.729158163,0.031500299
0.227395147,4.108587742,0.032719024
0.227278709,4.443419456,0.033827793
0.22718212,4.728496552,0.034801122
0.22710146,4.961007595,0.035615899
0.227039948,5.139889717,0.036256958
0.226994976,5.265048981,0.036715109
0.229982868,3.660798788,0.030976666
0.229825303,4.055224895,0.032206036
0.229688033,4.405340195,0.033330429
0.229572028,4.704588413,0.034325477
0.229473591,4.949269772,0.03516522
0.229396626,5.138021946,0.035832126
0.229339585,5.271350861,0.036314268
0.23246026,3.590008497,0.030462909
0.232276544,3.999336958,0.031701099
0.232115149,4.36489296,0.032837927
0.231976852,4.678569317,0.03385162
0.231858417,4.935537338,0.03471446
0.231764272,5.134281635,0.035405684
0.231693909,5.275831699,0.035910834
0.23495698,3.517550945,0.029958481
0.234747574,3.941932678,0.031201042
0.234562978,4.322532654,0.032348942
0.23440294,4.650619507,0.033378258
0.234264806,4.92002964,0.034261055
0.234153673,5.128928661,0.034974102
0.234070227,5.278766155,0.03550072
0.237506732,3.442754745,0.029456023
0.237268642,3.882441759,0.030699037
0.237058342,4.278100014,0.031856325
0.236874431,4.620585918,0.032899693
0.236714616,4.902706146,0.033799782
0.236584812,5.122095585,0.034532163
0.236487076,5.280420303,0.035078757
0.240058988,3.36710906,0.028971493
0.239791572,3.8219347,0.030210955
0.239554808,4.23277998,0.031372275
0.239346445,4.589588165,0.032426018
0.239164516,4.884347439,0.033340253
0.239015654,5.114269733,0.034088902
0.238903344,5.281057358,0.034653496
0.241822183,3.314670086,0.028647818
0.241535336,3.77982831,0.029882237
0.241280928,4.201159954,0.031043094
0.241056293,4.567813396,0.032101426
0.240859583,4.871255398,0.033023264
0.240697891,5.108463764,0.033781115
0.24057582,5.281077862,0.034356818
0.243085921,3.277068853,0.028421368
0.242784292,3.749574423,0.029651012
0.242516428,4.178394794,0.030810174
0.24227941,4.552083492,0.031870574
0.242071524,4.861719131,0.03279686
0.241900161,5.104141235,0.033560377
0.241770729,5.280910015,0.034143426
0.243988261,3.250234842,0.028262582
0.243675977,3.727967739,0.029488096
0.243398398,4.162112713,0.030645348
0.24315244,4.54081583,0.031706516
0.242936522,4.854861259,0.032635402
0.242758155,5.100999355,0.033402447
0.242623463,5.280726433,0.033990383
0.244632483,3.23106122,0.028150663
0.24431251,3.712532997,0.02937285
0.244027972,4.150478363,0.030528424
0.243775591,4.532766342,0.031589791
0.243553862,4.849961758,0.032520261
0.243370503,5.098755836,0.033289582
0.243232027,5.280594826,0.03388083
0.245092392,3.217404842,0.028071599
0.244766906,3.701534271,0.02929117
0.244477332,4.142177582,0.030445347
0.244220346,4.527013779,0.031506654
0.243994474,4.846448421,0.032438073
0.243807524,5.097130775,0.033208869
0.243666306,5.280472279,0.033802375
0.245420724,3.207660913,0.028015563
0.245091259,3.693686008,0.02923315
0.244798109,4.13625288,0.030386232
0.244537815,4.522905827,0.031447399
0.244308963,4.843935966,0.032379415
0.244119421,5.095964909,0.033151194
0.24397625,5.280376911,0.033746265
0.24565503,3.200700283,0.027975755
0.245322779,3.688082695,0.029191872
0.245027065,4.132023811,0.030344132
0.244764403,4.519975662,0.031405162
0.244533405,4.842146873,0.032337569
0.244342029,5.095138073,0.033110019
0.244197473,5.280315399,0.033706181
0.245822296,3.195729256,0.027947435
0.245488003,3.684081554,0.029162478
0.245190457,4.129005432,0.030314131
0.24492611,4.517884731,0.031375039
0.244693607,4.840871811,0.032307707
0.24450089,5.094551086,0.033080626
0.244355351,5.280274391,0.033677556
0.245941684,3.192179441,0.02792727
0.24560596,3.681226015,0.029141534
0.245307088,4.126850605,0.03029274
0.245041534,4.516393661,0.031353556
0.244807929,4.839962959,0.032286398
0.244614303,5.0941329,0.033059642
0.244468048,5.280246735,0.033657119
0.246026918,3.18964529,0.027912904
0.245690122,3.679186821,0.029126603
0.245390341,4.125313282,0.030277485
0.245123908,4.515329361,0.031338226
0.244889542,4.839314461,0.032271195
0.244695231,5.093835354,0.033044666
0.24454847,5.280227661,0.033642523
0.246087715,3.187835932,0.027902663
0.245750219,3.677731514,0.029115956
0.245449737,4.124216557,0.030266605
0.245182693,4.514569283,0.031327292
0.244947791,4.838852406,0.032260343
0.244753003,5.093623161,0.033033974
0.244605854,5.280214787,0.033632107
0.246131137,3.186544657,0.027895361
0.245793089,3.676692963,0.02910836
0.245492145,4.123433113,0.030258842
0.245224655,4.514028072,0.031319488
0.24498935,4.838522434,0.032252599
0.24479422,5.093472481,0.033026345
0.244646817,5.280205727,0.033624671
0.246162102,3.185622692,0.027890151
0.245823681,3.675951958,0.029102944
0.245522425,4.12287426,0.030253302
0.245254621,4.513641357,0.031313919
0.245019019,4.838287354,0.03224707
0.24482365,5.093364239,0.033020899
0.244676068,5.280199528,0.033619363
0.246184215,3.184964657,0.027886435
0.245845541,3.675422192,0.029099077
0.245544016,4.12247467,0.030249348
0.245275989,4.513364792,0.031309944
0.245040193,4.83811903,0.032243125
0.244844645,5.093286991,0.033017009
0.24469693,5.280194283,0.033615571
0.199945986,4.931059837,0.041103739
0.197729364,4.866063118,0.041393772
0.202164695,4.986907005,0.040800836
0.204382226,5.036944866,0.04047979
0.206608132,5.083596706,0.040145732
0.208834276,5.126707077,0.039805938
0.211067438,5.166061878,0.039462496
0.213312119,5.201711178,0.039116144
0.213304713,5.251496792,0.039036367
0.211052582,5.21782589,0.039337065
0.215557143,5.233351707,0.038768515
0.215555906,5.279314041,0.038725171
0.217821345,5.261469841,0.038417097
0.217823014,5.304387569,0.038395051
0.220089778,5.286325455,0.038064789
0.220091835,5.328142166,0.038053192
0.222368807,5.308616638,0.037711106
0.22237052,5.350242615,0.037705228
0.224670961,5.326938629,0.037350409
0.224669516,5.370649338,0.037351426
0.226970121,5.340101242,0.036982831
0.226963714,5.388184547,0.036998756
0.229306906,5.351531506,0.036605731
0.229296446,5.403588772,0.036639173
0.231652394,5.36141777,0.03622251
0.231638134,5.416920185,0.036276143
0.234019801,5.370513916,0.035831559
0.234001994,5.428693295,0.035906009
0.236426294,5.378655434,0.035428837
0.23640427,5.439400196,0.035524525
0.238831997,5.385837078,0.035021733
0.238805667,5.448899746,0.035137556
0.240496784,5.39041996,0.034736972
0.240467191,5.454984188,0.034865882
0.241685793,5.393525124,0.034531765
0.241653591,5.459140301,0.03466972
0.24253425,5.395685196,0.034384359
0.242500171,5.462042332,0.034528553
0.243139714,5.397231102,0.034278736
0.243104264,5.464111805,0.03442717
0.243571788,5.39830637,0.034203012
0.24353537,5.465563774,0.0343545
0.243880153,5.399067402,0.03414882
0.243843019,5.466595173,0.034302466
0.244100228,5.399618149,0.034110099
0.244062588,5.467336655,0.034265239
0.244257301,5.4000144,0.034082439
0.244219288,5.467869759,0.034238622
0.244369403,5.400299549,0.034062684
0.244331121,5.468251705,0.034219597
0.244449422,5.400504112,0.03404858
0.244410932,5.468524933,0.03420601
0.244506508,5.400650501,0.03403851
0.244467914,5.468720913,0.034196302
0.244547293,5.400755405,0.03403132
0.24450855,5.468860149,0.034189373
0.24457635,5.400830269,0.034026187
0.244537577,5.468960762,0.034184426
0.244597137,5.400883198,0.034022525
0.24455829,5.469031334,0.034180894
,,
[Name],,
BLD GEO LOW,,
,,
[Data],,
Radius [ m ], theta [ degree ], X [ m ]
1.78E-01,-6.62E+00,3.54E-04
1.78E-01,-6.71E+00,2.39E-04
1.78E-01,-6.71E+00,2.38E-04
1.78E-01,-6.62E+00,3.53E-04
1.78E-01,-6.77E+00,3.15E-04
1.78E-01,-6.77E+00,3.14E-04
1.78E-01,-6.62E+00,3.56E-04
1.78E-01,-6.71E+00,2.41E-04
1.78E-01,-6.77E+00,3.16E-04
1.78E-01,-6.61E+00,3.59E-04
1.78E-01,-6.71E+00,2.43E-04
1.78E-01,-6.77E+00,3.19E-04
1.78E-01,-6.61E+00,3.63E-04
1.78E-01,-6.71E+00,2.47E-04
1.78E-01,-6.77E+00,3.22E-04
1.78E-01,-6.61E+00,3.69E-04
1.78E-01,-6.71E+00,2.51E-04
1.78E-01,-6.76E+00,3.26E-04
1.78E-01,-6.60E+00,3.77E-04
1.78E-01,-6.70E+00,2.58E-04
1.78E-01,-6.76E+00,3.33E-04
1.79E-01,-6.60E+00,3.87E-04
1.79E-01,-6.69E+00,2.67E-04
1.79E-01,-6.75E+00,3.41E-04
1.79E-01,-6.59E+00,4.02E-04
1.79E-01,-6.69E+00,2.79E-04
1.79E-01,-6.74E+00,3.53E-04
1.80E-01,-6.57E+00,4.24E-04
1.80E-01,-6.67E+00,2.97E-04
1.80E-01,-6.73E+00,3.70E-04
1.80E-01,-6.56E+00,4.53E-04
1.80E-01,-6.66E+00,3.22E-04
1.80E-01,-6.72E+00,3.94E-04
1.81E-01,-6.53E+00,4.95E-04
1.81E-01,-6.63E+00,3.58E-04
1.81E-01,-6.69E+00,4.28E-04
1.82E-01,-6.50E+00,5.54E-04
1.82E-01,-6.60E+00,4.08E-04
1.82E-01,-6.66E+00,4.76E-04
1.84E-01,-6.46E+00,6.38E-04
1.84E-01,-6.56E+00,4.81E-04
1.84E-01,-6.62E+00,5.45E-04
1.86E-01,-6.40E+00,7.59E-04
1.86E-01,-6.51E+00,5.87E-04
1.86E-01,-6.57E+00,6.45E-04
1.89E-01,-6.33E+00,9.24E-04
1.89E-01,-6.44E+00,7.32E-04
1.89E-01,-6.51E+00,7.83E-04
1.93E-01,-6.26E+00,1.10E-03
1.93E-01,-6.37E+00,8.89E-04
1.93E-01,-6.45E+00,9.30E-04
1.96E-01,-6.20E+00,1.28E-03
1.96E-01,-6.32E+00,1.06E-03
1.96E-01,-6.39E+00,1.08E-03
1.99E-01,-6.14E+00,1.47E-03
1.99E-01,-6.26E+00,1.23E-03
1.99E-01,-6.34E+00,1.25E-03
2.02E-01,-6.09E+00,1.67E-03
2.02E-01,-6.21E+00,1.42E-03
2.02E-01,-6.29E+00,1.42E-03
2.05E-01,-6.04E+00,1.88E-03
2.05E-01,-6.16E+00,1.62E-03
2.05E-01,-6.24E+00,1.60E-03
2.07E-01,-5.99E+00,2.09E-03
2.07E-01,-6.12E+00,1.82E-03
2.08E-01,-6.20E+00,1.79E-03
2.10E-01,-5.95E+00,2.31E-03
2.10E-01,-6.07E+00,2.03E-03
2.10E-01,-6.16E+00,1.98E-03
2.13E-01,-5.91E+00,2.54E-03
2.13E-01,-6.03E+00,2.25E-03
2.13E-01,-6.12E+00,2.19E-03
2.16E-01,-5.87E+00,2.78E-03
2.16E-01,-6.00E+00,2.48E-03
2.16E-01,-6.09E+00,2.40E-03
2.19E-01,-5.83E+00,3.03E-03
2.19E-01,-5.96E+00,2.72E-03
2.19E-01,-6.05E+00,2.63E-03
2.22E-01,-5.79E+00,3.29E-03
2.22E-01,-5.93E+00,2.96E-03
2.22E-01,-6.02E+00,2.86E-03
2.25E-01,-5.75E+00,3.55E-03
2.25E-01,-5.89E+00,3.22E-03
2.25E-01,-5.99E+00,3.10E-03
2.28E-01,-5.72E+00,3.82E-03
2.28E-01,-5.86E+00,3.49E-03
2.28E-01,-5.95E+00,3.36E-03
2.31E-01,-5.68E+00,4.11E-03
2.31E-01,-5.83E+00,3.76E-03
2.31E-01,-5.92E+00,3.63E-03
2.34E-01,-5.65E+00,4.41E-03
2.34E-01,-5.80E+00,4.06E-03
2.34E-01,-5.89E+00,3.92E-03
2.37E-01,-5.62E+00,4.73E-03
2.37E-01,-5.77E+00,4.38E-03
2.37E-01,-5.86E+00,4.23E-03
2.40E-01,-5.58E+00,5.07E-03
2.40E-01,-5.74E+00,4.72E-03
2.40E-01,-5.83E+00,4.56E-03
2.42E-01,-5.55E+00,5.44E-03
2.43E-01,-5.70E+00,5.08E-03
2.43E-01,-5.80E+00,4.91E-03
2.45E-01,-5.51E+00,5.83E-03
2.45E-01,-5.67E+00,5.47E-03
2.45E-01,-5.77E+00,5.30E-03
2.45E-01,-5.79E+00,5.43E-03
2.43E-01,-5.82E+00,5.06E-03
2.47E-01,-5.49E+00,6.11E-03
2.47E-01,-5.65E+00,5.75E-03
2.47E-01,-5.75E+00,5.57E-03
2.47E-01,-5.77E+00,5.70E-03
2.49E-01,-5.47E+00,6.32E-03
2.49E-01,-5.64E+00,5.96E-03
2.49E-01,-5.73E+00,5.78E-03
2.49E-01,-5.75E+00,5.91E-03
2.50E-01,-5.46E+00,6.47E-03
2.50E-01,-5.62E+00,6.11E-03
2.50E-01,-5.72E+00,5.93E-03
2.50E-01,-5.74E+00,6.05E-03
2.50E-01,-5.45E+00,6.58E-03
2.50E-01,-5.62E+00,6.22E-03
2.50E-01,-5.71E+00,6.04E-03
2.50E-01,-5.74E+00,6.16E-03
2.51E-01,-5.45E+00,6.67E-03
2.51E-01,-5.61E+00,6.31E-03
2.51E-01,-5.71E+00,6.12E-03
2.51E-01,-5.73E+00,6.24E-03
2.51E-01,-5.44E+00,6.72E-03
2.51E-01,-5.61E+00,6.36E-03
2.51E-01,-5.70E+00,6.18E-03
2.51E-01,-5.73E+00,6.30E-03
2.51E-01,-5.44E+00,6.77E-03
2.52E-01,-5.60E+00,6.41E-03
2.52E-01,-5.70E+00,6.22E-03
2.52E-01,-5.72E+00,6.34E-03
2.52E-01,-5.44E+00,6.80E-03
2.52E-01,-5.60E+00,6.44E-03
2.52E-01,-5.70E+00,6.25E-03
2.52E-01,-5.72E+00,6.37E-03
2.52E-01,-5.44E+00,6.82E-03
2.52E-01,-5.60E+00,6.46E-03
2.52E-01,-5.70E+00,6.27E-03
2.52E-01,-5.72E+00,6.39E-03
2.52E-01,-5.43E+00,6.83E-03
2.52E-01,-5.60E+00,6.47E-03
2.52E-01,-5.69E+00,6.29E-03
2.52E-01,-5.72E+00,6.40E-03
2.52E-01,-5.43E+00,6.84E-03
2.52E-01,-5.60E+00,6.48E-03
2.52E-01,-5.69E+00,6.30E-03
2.52E-01,-5.72E+00,6.41E-03
2.52E-01,-5.43E+00,6.85E-03
2.52E-01,-5.60E+00,6.49E-03
2.52E-01,-5.69E+00,6.31E-03
2.52E-01,-5.72E+00,6.42E-03
2.52E-01,-5.43E+00,6.86E-03
2.52E-01,-5.60E+00,6.50E-03
2.52E-01,-5.69E+00,6.31E-03
2.52E-01,-5.72E+00,6.43E-03
2.52E-01,-5.43E+00,6.86E-03
2.52E-01,-5.60E+00,6.50E-03
2.52E-01,-5.69E+00,6.32E-03
2.52E-01,-5.72E+00,6.43E-03
1.79E-01,-4.06E+00,5.32E-03
1.79E-01,-4.51E+00,4.41E-03
1.79E-01,-4.51E+00,4.41E-03
1.79E-01,-4.07E+00,5.32E-03
1.79E-01,-4.93E+00,3.57E-03
1.79E-01,-4.93E+00,3.57E-03
1.79E-01,-5.32E+00,2.80E-03
1.78E-01,-5.32E+00,2.80E-03
1.78E-01,-5.67E+00,2.11E-03
1.78E-01,-5.68E+00,2.11E-03
1.78E-01,-5.99E+00,1.52E-03
1.78E-01,-5.99E+00,1.52E-03
1.78E-01,-6.26E+00,1.02E-03
1.78E-01,-6.26E+00,1.02E-03
1.78E-01,-6.47E+00,6.30E-04
1.78E-01,-6.47E+00,6.28E-04
1.79E-01,-4.06E+00,5.32E-03
1.79E-01,-4.51E+00,4.41E-03
1.79E-01,-4.92E+00,3.57E-03
1.79E-01,-5.32E+00,2.80E-03
1.78E-01,-5.67E+00,2.11E-03
1.78E-01,-5.99E+00,1.52E-03
1.78E-01,-6.25E+00,1.02E-03
1.78E-01,-6.47E+00,6.32E-04
1.79E-01,-4.06E+00,5.33E-03
1.79E-01,-4.50E+00,4.42E-03
1.79E-01,-4.92E+00,3.58E-03
1.79E-01,-5.31E+00,2.80E-03
1.78E-01,-5.67E+00,2.12E-03
1.78E-01,-5.99E+00,1.52E-03
1.78E-01,-6.25E+00,1.03E-03
1.78E-01,-6.46E+00,6.35E-04
1.79E-01,-4.06E+00,5.34E-03
1.79E-01,-4.50E+00,4.43E-03
1.79E-01,-4.92E+00,3.58E-03
1.79E-01,-5.31E+00,2.81E-03
