R,Rho,Trr,Trt,Trz,Ttt,Tzt,Tzz,Z,Lamda
0.201577455,1.35123324,120880.875,1744.17383,1704.86133,162147.578,46680.3906,183724.938,0.023847796,0.858705597314221
0.202102572,1.35089207,120914.141,1543.90405,1423.85449,162268.625,46469.1484,183541.219,0.0238033962,0.859474752394451
0.202627435,1.35053444,120950.984,1343.72729,1143.87476,162398.188,46251.2617,183349.531,0.0237590168,0.860497396868651
0.203152508,1.35021353,120991.891,1145.13708,866.952637,162526.453,46030.668,183168.563,0.0237150788,0.861424580500063
0.203678697,1.34996033,121035.656,956.499756,603.983154,162637.063,45812.207,183000.625,0.023674652,0.862088402979959
0.204204738,1.34974766,121083.375,778.315674,355.078003,162740.531,45594.3516,182830.688,0.0236380901,0.862573528915267
0.204730466,1.34954417,121134.563,601.78064,108.929642,162846.531,45374.1484,182661.219,0.0236022621,0.863018342331715
0.205256402,1.34935713,121190.117,425.5177,-136.639664,162955.531,45150.6094,182494.547,0.0235664174,0.862898580837883
0.205782324,1.3492378,121252,254.113525,-376.530426,163064.406,44928.4375,182340.313,0.0235316306,0.862906513604526
0.206308335,1.34920692,121319.688,96.9176941,-600.57019,163171.25,44710.4453,182201.313,0.0235008579,0.863387469400613
0.206833959,1.3492409,121391.406,-49.4950867,-813.473267,163276.5,44490.0234,182077.125,0.0234733131,0.863924833766872
0.207360327,1.34927177,121465.297,-195.619095,-1025.36121,163381.906,44267.8008,181950.797,0.023445975,0.864814164603261
0.207886845,1.34928763,121540.219,-342.14267,-1236.40845,163483.516,44045.2109,181819.031,0.0234186389,0.865949663437364
0.20841381,1.34942567,121627.305,-482.546997,-1440.89819,163590.625,43826.7969,181699.563,0.0233931355,0.867133787883446
0.208941132,1.34974337,121733.188,-610.737793,-1631.953,163713.719,43618.3281,181592.594,0.0233717877,0.868108471128162
0.209467471,1.35012424,121845.719,-732.154785,-1815.42505,163841.25,43410.0625,181488.781,0.0233528689,0.869054396786327
0.209994078,1.35046721,121954.969,-853.7677,-1999.04736,163956.531,43201.4297,181381.969,0.0233339816,0.869500332044965
0.210520715,1.35086966,122071.344,-975.123474,-2181.50781,164073.188,42997.0781,181279.906,0.0233152024,0.870138333354931
0.211047456,1.35150743,122209.078,-1088.37659,-2354.4458,164204.344,42804.4375,181208.125,0.0232993495,0.870849333620946
0.211572587,1.35238099,122366.297,-1190.84424,-2514.60742,164341.734,42627.9453,181172,0.0232878942,0.871409054198094
0.21209833,1.35335076,122532.609,-1289.66968,-2670.41406,164484.156,42454.8164,181148.594,0.0232779738,0.871958151671469
0.212625533,1.35431123,122698.391,-1388.00439,-2826.16431,164621.938,42279.3164,181127,0.0232680254,0.872787361794649
0.213151664,1.35527492,122864.922,-1484.90222,-2980.22949,164754.813,42104.3867,181106.656,0.0232584998,0.873235861114238
0.213677853,1.35645258,123049.875,-1577.05896,-3126.87549,164880.344,41950.6289,181114.594,0.0232525356,0.873917729205489
0.214205593,1.35782862,123251.656,-1664.38257,-3266.08228,164999.922,41815.3906,181146.75,0.0232505202,0.874066113157691
0.214732751,1.35920012,123453.5,-1749.90552,-3403.12012,165116.781,41678.7188,181175,0.0232492927,0.87487054247017
0.215259165,1.36055207,123654.359,-1834.68774,-3539.60107,165230.125,41540.7188,181199.969,0.023248069,0.875641267640674
0.215786308,1.36194742,123859.688,-1918.11694,-3675.38867,165344.563,41405.9688,181232.422,0.0232477896,0.876735443148236
0.216313452,1.36353016,124079.07,-1998.74829,-3807.9668,165450.219,41288.8906,181299.469,0.0232515,0.87790629768165
0.216840371,1.36523414,124305.547,-2077.56128,-3938.49854,165538.828,41185.5625,181394.5,0.0232585184,0.878905788647151
0.217366755,1.36691451,124529.617,-2156.0083,-4068.61572,165621.109,41082.6953,181488.547,0.0232657976,0.879584083795809
0.217893347,1.36862302,124758.094,-2233.89307,-4197.4834,165711,40981.1016,181582.813,0.0232730806,0.88052243500598
0.218421251,1.37042058,124996.656,-2310.98828,-4324.8623,165806.766,40886.8438,181684.875,0.023282174,0.881213792481288
0.218948901,1.37227559,125241.695,-2386.21729,-4448.91504,165898,40803.2578,181791.188,0.0232955571,0.881972316058654
0.219475254,1.37414217,125487.414,-2460.14258,-4570.71094,165982.297,40726.8984,181903.094,0.0233114585,0.882399915773884
0.220001847,1.37601697,125733.906,-2533.89258,-4692.42285,166065.688,40652.0703,182019.766,0.0233274009,0.88295116755394
0.220529273,1.3779068,125982.375,-2607.71094,-4814.27832,166149.375,40577.5547,182139.031,0.0233434215,0.88360671612735
0.221055627,1.37979436,126229.016,-2684.90723,-4939.3252,166224.25,40518.7891,182277.688,0.0233622193,0.884349048253684
0.221581638,1.38175142,126481.719,-2767.53076,-5068.73535,166302.188,40485.2578,182448.063,0.0233853869,0.885014284001324
0.222108334,1.38377142,126741.156,-2852.24121,-5199.69043,166387.203,40461.4219,182633.109,0.0234101806,0.885761136388449
0.222634658,1.38578999,127000.68,-2936.90454,-5330.54883,166470.297,40437.2656,182819.484,0.0234349556,0.886130288113018
0.223161191,1.3878001,127260.156,-3022.10254,-5461.56592,166553.922,40412.9727,183005.875,0.0234601311,0.886863545822462
0.22368753,1.38978839,127517.25,-3109.12646,-5590.66895,166642.531,40390.1875,183193,0.0234890915,0.887854955593543
0.224213958,1.39179993,127776.375,-3198.43896,-5717.49609,166739.688,40371.2656,183385.438,0.0235222392,0.888981832903443
0.224739641,1.39388061,128043.688,-3288.64404,-5843.69043,166848.469,40355.4141,183583.906,0.0235561077,0.890370216774967
0.225265041,1.39595509,128310.727,-3379.26709,-5970.75098,166955.781,40339.5859,183784.188,0.0235899445,0.891505389436076
0.225791216,1.39799058,128576.023,-3471.85645,-6100.00488,167066.438,40324.1133,183981.969,0.023624815,0.891730373194369
0.226317108,1.39987755,128833.047,-3574.16064,-6237.79688,167191.688,40313.2266,184168.281,0.0236641373,0.89231464505034
0.226842239,1.40162587,129080.031,-3684.91455,-6383.64648,167318.891,40304.4531,184345.5,0.0237071756,0.893014552295368
0.227367401,1.40339136,129329.18,-3797.00098,-6530.90332,167448.234,40298.7969,184529.531,0.0237504989,0.893857471021424
0.227891356,1.40522242,129587.719,-3908.98584,-6676.93018,167596.656,40295.5859,184717.469,0.0237937011,0.894531716729454
0.228416681,1.40697742,129841.109,-4022.79248,-6825.33203,167750.234,40288.4688,184896.859,0.0238390565,0.895383885248246
0.228942722,1.40859985,130084.359,-4144.68115,-6981.54736,167914.094,40290.332,185080.188,0.0238894261,0.89625821151941
0.229467258,1.41022253,130329.75,-4272.19824,-7141.04102,168087,40299.7422,185267.906,0.0239425898,0.897158411604058
0.229992241,1.4120214,130592.695,-4400.62744,-7300.29004,168278.625,40316.8281,185476.656,0.0239957832,0.897935457230933
0.230516344,1.41379046,130851.625,-4528.73486,-7460.95996,168462.125,40332.7891,185689.25,0.0240488984,0.899001311509174
0.231040284,1.41536176,131095.875,-4665.78613,-7636.4541,168631.813,40338.2266,185879.641,0.0241054036,0.899721042332971
0.231563702,1.41704047,131365.703,-4817.29004,-7829.09863,168868.781,40348.3203,186069.875,0.0241670944,0.900398446660306
0.232086048,1.41879773,131650.969,-4974.43652,-8026.78467,169137.156,40362.3984,186259.266,0.0242305212,0.900935628183216
0.232607663,1.4204675,131925.578,-5130.7627,-8224.63672,169377.219,40367.9883,186437.656,0.0242938008,0.901724768617086
0.233129114,1.42212319,132199.781,-5286.86377,-8420.20898,169612.125,40374.4688,186611.375,0.0243574958,0.902516454928226
0.233650833,1.4236083,132460.813,-5447.08203,-8621.25781,169855.781,40392.9141,186790.141,0.0244262032,0.903549283601138
0.234171778,1.42490435,132703.406,-5610.1875,-8831.2832,170106.031,40419.3984,186987.906,0.0245004129,0.904676434062842
0.234693885,1.42620611,132946.063,-5775.5,-9045.70703,170352.313,40449.5586,187200.094,0.0245758593,0.905544105915163
0.235218406,1.4274267,133184.906,-5941.47314,-9258.83984,170589.438,40473.7734,187389.906,0.0246516168,0.906323657491524
0.235739499,1.42869651,133434.219,-6107.06396,-9466.63867,170856.813,40502.0156,187574.531,0.0247281939,0.907035464115904
0.236258671,1.42981434,133676.375,-6279.08496,-9682.00586,171159.125,40537.6953,187760.25,0.024810249,0.907543761557218
0.236778378,1.43092871,133925.031,-6457.96094,-9906.19727,171506.438,40586.1289,187962.719,0.0248970725,0.908114299110585
0.237297714,1.43218124,134190.125,-6638.45215,-10127.7676,171873.375,40641.7109,188173.875,0.024984099,0.908740542139166
0.237818033,1.43335342,134447.047,-6819.58594,-10348.7227,172206.031,40684.8984,188365.234,0.0250712205,0.909645282641169
0.238336399,1.43457341,134710.578,-7004.94287,-10576.1465,172557.5,40737.6914,188575.469,0.025160633,0.910727077561924
0.238853991,1.43577456,134980.281,-7201.27246,-10819.916,172961.156,40812.4844,188813.219,0.0252564736,0.911990435350922
0.239372656,1.43698931,135256.484,-7406.58203,-11077.9922,173378.219,40888.9961,189060.375,0.0253563784,0.913699670072796
0.239890069,1.43824708,135538.953,-7612.90771,-11333.0781,173781.047,40951.2344,189285.75,0.0254559517,0.915088613209966
0.240406752,1.43967617,135842.594,-7824.78809,-11586.6768,174195.656,41018.0078,189513.25,0.0255553629,0.915938983981875
0.240922034,1.44155514,136195.984,-8058.22461,-11867.6367,174627.328,41075.6172,189767.813,0.025658004,0.916518712638539
0.241438478,1.44376469,136590.344,-8318.82324,-12186.5566,175034.156,41095.2148,190007.281,0.0257661119,0.917524252153454
0.241955638,1.4462688,137022.234,-8593.62402,-12515.6357,175437.484,41101.2617,190235.656,0.025876008,0.9187428944577
0.242471337,1.44918609,137492.5,-8881.07617,-12847.5332,175832.344,41110.1406,190497.531,0.0259884503,0.919430178312703
0.242984936,1.45235252,137977.234,-9179.2207,-13187.6504,176182.5,41103.6719,190785.531,0.0261062887,0.920970295426179
0.243496716,1.45564508,138493.156,-9492.98047,-13523.3242,176552.641,41086.9023,191029.219,0.0262267664,0.923188524089656
0.244010121,1.45880127,139064.406,-9847.13574,-13833.8311,177003.781,41072.75,191100.75,0.0263480712,0.924026886285922
0.244521618,1.4590112,139574.094,-10181.3965,-13784.418,177860.906,40935.8711,189998.5,0.0264735818,0.924920375075139
0.245031565,1.45310831,139877.875,-10342.7891,-12920.5527,179565.875,40264.8906,186292.688,0.0266057998,0.925460346350083
0.245542467,1.44124675,139958.063,-10094.7383,-11043.3516,182057.438,38114.4141,178933.063,0.026741039,0.925998442212538
0.246054202,1.42964447,139441.031,-8554.81348,-7694.50391,181919.125,31313.7305,165896.578,0.0268764906,0.927112640447789
0.246310264,1.42526388,138935.156,-7279.64648,-5553.6958,180380,26119.6211,157586.547,0.0269442666,0.928262290925186
0.184719518,1.32828879,120288.109,12468.6777,8797.71777,207683.594,60580.1211,161330.063,0.0267177168,0.846638816064892
0.184976712,1.33189368,120650.5,12249.5137,10128.832,195049.125,60080.2969,168585.531,0.0266655497,0.846763656566581
0.185492992,1.3429575,121204.297,11416.1318,12046.8809,174779.719,57136.3203,179714.828,0.0265608598,0.847259601187213
0.186009556,1.3545965,121456.922,10394.583,12700.084,164458.813,53392.2031,185112.969,0.0264564417,0.847681319426122
0.186523706,1.35947537,121518.992,9771.83301,12553.4805,161555.156,51861.6602,186796.719,0.0263541453,0.847775211440421
0.187038332,1.36043704,121520.906,9373.29395,12108.6582,161384.281,51561.8672,186988.438,0.0262547564,0.847965777850751
0.187554836,1.36088836,121523.719,9014.05273,11647.4531,161499.594,51448.293,187043.359,0.0261573754,0.848079531209853
0.188071877,1.36129761,121525.641,8673.08398,11205.2715,161599.016,51353.7656,187101.063,0.0260615218,0.848418386551506
0.188588083,1.36182523,121536.953,8346.20508,10781.6152,161668.188,51251.9297,187172.234,0.0259669945,0.848999796811176
0.189103752,1.36233759,121547.125,8024.39746,10363.3711,161725.453,51150.9609,187242.469,0.025873702,0.849799375495506
0.189619794,1.36278009,121548.703,7709.44629,9949.41797,161778,51057.2578,187298.594,0.0257833805,0.850444088987827
0.190136835,1.36324883,121555.859,7398.34082,9535.1543,161846.672,50967.0781,187339.719,0.0256950986,0.850926703813007
0.190655097,1.36374521,121572.266,7086.98047,9118.55078,161927.375,50875.8359,187375.109,0.0256067216,0.851367448390362
0.191174477,1.36398411,121574.844,6783.64209,8705.77734,162001.813,50771.6758,187355.344,0.0255209878,0.85177731110376
0.191693157,1.36397219,121565.57,6492.22021,8302.29395,162076.125,50654.2031,187274.891,0.0254398976,0.852082312668256
0.192212045,1.3639977,121567.367,6203.5835,7901.06104,162168.844,50533.9922,187184.172,0.0253605023,0.852421050604231
0.192732304,1.36403096,121573.859,5913.21924,7498.4834,162264.094,50411.4453,187096.375,0.0252808668,0.852935561457257
0.193251938,1.36401963,121580.453,5623.96387,7098.46191,162356.531,50285.6172,187004.938,0.0252016969,0.853304770094587
0.19377166,1.36382961,121574.609,5343.59082,6710.10547,162421.781,50139.3711,186879.313,0.0251263045,0.853750184782535
0.194292769,1.36352646,121561.359,5071.61133,6333.10645,162462.844,49972.2266,186728.906,0.0250549689,0.854090678711735
0.194814488,1.36323535,121553.109,4800.69238,5958.24707,162507.328,49800.2344,186581.406,0.0249843858,0.854415361517592
0.195335925,1.36295092,121549.156,4529.81445,5584.5332,162556.672,49625.0703,186441.484,0.0249138139,0.854795285625171
0.195856839,1.36259723,121543.547,4263.54199,5215.97461,162610.25,49443.5625,186292.453,0.0248443224,0.854940220919896
0.196378216,1.36221504,121542.375,4010.84766,4862.47998,162684.344,49255.4648,186121.688,0.0247790329,0.855221268320678
0.196900144,1.36184978,121549.125,3767.35059,4520.3252,162778.281,49061.75,185938.375,0.0247171856,0.855538574710011
0.197421491,1.36148286,121561.188,3524.427,4179.60742,162883.906,48863.2422,185751.484,0.0246556848,0.856068223094401
0.197942853,1.36111081,121575.5,3281.64966,3840.25146,162994.531,48660.0156,185571.688,0.0245941766,0.856593472892683
0.198465973,1.36069167,121586.75,3042.84912,3507.29541,163098.422,48456.375,185391.922,0.0245343819,0.857364337147383
0.198989153,1.3602941,121603.852,2814.26318,3188.26538,163210.484,48259.0273,185204.797,0.0244789757,0.858123023032903
0.199511617,1.35993564,121628.32,2591.38281,2877.17578,163334.031,48062.3438,185018.531,0.0244261827,0.858718843085074
0.200034112,1.35959148,121656.016,2368.57275,2567.13965,163459.688,47862.0313,184842.641,0.0243734196,0.859061425770009
0.200557262,1.35921288,121684.078,2145.70581,2258.25439,163584.625,47658.4531,184662.891,0.0243206881,0.859306735885189
0.201081425,1.35882783,121712.367,1930.10034,1959.33105,163701.734,47455.6563,184480.875,0.0242706854,0.859870518328782
0.201605171,1.3584919,121743.422,1726.49585,1675.30566,163816,47251.6953,184309.531,0.0242249854,0.860397725433135
0.202129215,1.35814619,121775.773,1526.96265,1395.86182,163932.688,47041.9922,184136.609,0.0241807774,0.860986831393584
0.20265308,1.35777926,121810.438,1327.96777,1117.4292,164057.953,46826.7813,183958.469,0.0241365843,0.861885188484167
0.20317702,1.35742378,121849.586,1130.91992,842.32489,164193.938,46605.2813,183778.125,0.024092827,0.862881194881577
0.20370166,1.35711753,121889.703,943.455994,580.619812,164311.188,46388.375,183611.813,0.0240525641,0.863446111687317
0.204226017,1.35686898,121932.141,765.722168,332.44278,164413.063,46176.5156,183458,0.0240161605,0.864100607548703
0.204749733,1.35662913,121978.758,589.87085,87.3978043,164521.813,45960.6328,183299.438,0.0239805281,0.864551731379736
0.205273986,1.35636377,122027.797,414.441162,-156.664291,164639.5,45737.9805,183130.688,0.023944864,0.864409220735037
0.205799326,1.35619855,122086.141,243.431076,-395.744202,164762.094,45516.4766,182979.469,0.0239101537,0.86455775701965
0.206323847,1.35614574,122149.609,86.1418762,-619.286255,164871.625,45300.5547,182853.438,0.0238794666,0.864902149794351
0.206848294,1.35607409,122209.25,-61.652298,-832.31842,164964.75,45083.7461,182729.938,0.0238520019,0.865409455022938
0.207373455,1.35601044,122272.672,-208.576904,-1044.58813,165064.188,44863.5547,182605.156,0.023824757,0.866220076276158
0.207898051,1.35599899,122344.922,-354.458618,-1255.47534,165177.531,44640.4375,182480.938,0.0237975493,0.867331305322932
0.208424091,1.35607147,122424.953,-494.639282,-1460.85181,165286.844,44422.2188,182368.875,0.0237720869,0.868495099893841
0.208950251,1.35622501,122514.109,-622.720093,-1653.16528,165404,44212.2266,182256.281,0.0237507708,0.869480013241336
0.209474891,1.35645068,122611,-743.268066,-1837.57886,165534.703,44003.1016,182148.797,0.0237319078,0.870476419240723
0.209999412,1.35671198,122711.188,-862.626465,-2021.69873,165665.859,43790.9883,182051.625,0.023713097,0.87104749038781
0.210524887,1.3570435,122819.578,-982.010498,-2205.51367,165798.906,43581.25,181963.031,0.023694355,0.871545906828698
0.211050153,1.35750628,122938.102,-1094.87439,-2380.51147,165924.297,43385.6406,181894.906,0.0236785132,0.872270682144618
0.211573899,1.3581419,123071.633,-1196.89038,-2542.42236,166057.25,43203.8047,181846.531,0.0236670598,0.872805921197188
0.212097198,1.35890436,123217.719,-1295.04468,-2699.90674,166200.969,43025.8984,181812.813,0.0236571748,0.873273881394462
0.212620527,1.35966563,123363.516,-1392.91858,-2857.38672,166338.25,42847.5469,181783.875,0.0236472897,0.873758870918487
0.213144273,1.36036849,123504.172,-1489.01794,-3013.90112,166467.094,42666.8047,181751.547,0.0236377679,0.874514838769142
0.213668555,1.3613255,123669.234,-1580.69299,-3162.98926,166599.391,42503.9258,181744.813,0.0236317329,0.875076285046131
0.21419546,1.3625052,123852.359,-1667.80261,-3305.66357,166723.531,42354.2813,181766.719,0.0236296318,0.875688736899367
0.214721322,1.36363626,124031.281,-1753.68652,-3446.23926,166837.531,42207.5156,181780.969,0.0236283392,0.876201745814567
0.215245426,1.36479676,124214.984,-1839.43774,-3585.41016,166954.359,42066.3125,181793.75,0.0236270539,0.877039302897437
0.215770781,1.36598969,124400.922,-1923.5459,-3723.96265,167068.031,41926.3516,181815.844,0.023626674,0.878175420951494
0.216296405,1.36741138,124604.063,-2004.41016,-3859.15869,167179.391,41807.6875,181884.781,0.0236302428,0.879307289699048
0.216823459,1.36898279,124816.414,-2083.01196,-3992.44971,167277.906,41704.2383,181991.094,0.0236371532,0.880363564849156
0.217349231,1.37054229,125027.156,-2161.23242,-4124.99268,167364.594,41602.2266,182097.719,0.02364433,0.880770326784141
0.217873365,1.37211823,125239.891,-2238.91699,-4256.8125,167450.938,41500.9375,182206,0.0236514881,0.881506605842547
0.218399167,1.37374008,125460.328,-2315.47998,-4386.84814,167546.594,41405.9766,182314.781,0.0236604214,0.882348978915549
0.218926787,1.37537062,125684.438,-2389.72266,-4512.58203,167639.156,41324.8438,182423.609,0.0236736704,0.882922751684807
0.219452024,1.37698936,125908.531,-2461.73315,-4634.83984,167729.031,41250.9805,182531.625,0.0236894116,0.88347035170804
0.219975919,1.3786366,126135.969,-2533.41748,-4756.53174,167821.25,41178.2734,182642.313,0.0237051472,0.883924852175655
0.220501244,1.38028669,126364.203,-2605.41821,-4878.60303,167910.891,41105.4453,182754.094,0.0237209834,0.88467918448233
0.221027777,1.38199806,126595.781,-2680.93359,-5004.12158,167991.844,41047.7969,182892.344,0.0237396657,0.885449179651671
0.221552953,1.38378096,126830.227,-2760.39551,-5133.10254,168063.063,41013.8203,183068,0.0237626247,0.886108172053541
0.222076535,1.38558078,127065.578,-2840.5874,-5262.40332,168132.5,40987.3242,183254.594,0.0237871259,0.886789566138945
0.222601354,1.3874222,127306.781,-2921.42285,-5392.03223,168210.516,40961.5469,183443.875,0.0238116831,0.887229665464924
0.223127067,1.38927221,127550.234,-3002.98535,-5521.95996,168292.563,40936.1758,183633.625,0.0238366742,0.888101789940414
0.223652929,1.39110887,127792.539,-3086.66895,-5650.97363,168374.313,40911.6094,183820.563,0.0238654464,0.889060474424684
0.224176228,1.39295673,128036.438,-3172.62842,-5778.09717,168459.406,40889.543,184004.969,0.0238982104,0.890136547481306
0.224700123,1.39486849,128285.867,-3260.07373,-5906.00488,168547.969,40871.9844,184203.297,0.023931779,0.891541933239543
0.225225687,1.39684033,128541.969,-3348.23096,-6034.47314,168644.188,40856.9609,184410.75,0.0239654444,0.892262678406814
0.225750193,1.39873207,128794.109,-3437.72412,-6163.92578,168745.156,40839.4375,184603.297,0.0240000263,0.892991042499889
0.226273701,1.4005022,129042.313,-3536.34668,-6300.72803,168873.375,40830.2109,184785,0.024038991,0.893569579560664
0.226797625,1.40214157,129283.234,-3643.43555,-6444.39111,169010.5,40822.4922,184952.234,0.0240817405,0.89424165130305
0.227322027,1.40376139,129523.609,-3751.33081,-6588.50391,169143.422,40810.3438,185111.906,0.0241248012,0.895028256477037
0.227845639,1.4054656,129774.422,-3859.68188,-6732.11914,169287.906,40801.4766,185278.063,0.0241677687,0.895770062169387
0.228369966,1.40709209,130017.391,-3970.28149,-6879.92773,169435.188,40795.625,185451.031,0.0242128447,0.896565226255096
0.228893727,1.40866733,130255.352,-4089.52954,-7036.4541,169598.719,40804.7773,185645.188,0.0242628064,0.897532699180984
0.229416758,1.41030645,130497.938,-4216.47607,-7199.17285,169763.109,40823.5078,185859.5,0.024315577,0.898452956997773
0.229939312,1.41202736,130747.039,-4343.70068,-7362.2627,169928.656,40844.957,186088.5,0.0243682675,0.899681097101101
0.230462492,1.4137361,130997.453,-4470.66895,-7524.99805,170101.313,40866.8008,186315.906,0.0244210325,0.900541713212817
0.230985194,1.41537404,131251.891,-4605.18994,-7698.07031,170302.828,40880.7461,186517.156,0.0244771224,0.901102093844761
0.231503382,1.41708255,131527.063,-4752.20215,-7884.53711,170557.5,40893.9609,186703.422,0.0245379135,0.901825492153942
0.232023299,1.41870093,131798.313,-4906.19336,-8077.09277,170796.406,40902.4648,186866.563,0.024600774,0.90248562628919
0.232545033,1.42023814,132061.75,-5059.99023,-8269.5957,171014.453,40905.2734,187016.656,0.0246638395,0.903036233700887
0.233064637,1.42182267,132330.109,-5212.05566,-8460.35156,171242.875,40908.5938,187175.75,0.0247270763,0.903719366416866
0.233583316,1.42331672,132587.406,-5370.81738,-8661.05957,171463.969,40923.3438,187359.844,0.0247950852,0.905062728244404
0.234104723,1.42464006,132827.031,-5536.6084,-8871.16211,171683.656,40953.2031,187565.5,0.0248690229,0.906165390132665
0.234625235,1.42588007,133059.094,-5701.60156,-9079.1875,171902.25,40985.2031,187766.844,0.0249439031,0.906979994285108
0.23514542,1.4272635,133308.938,-5866.16992,-9285.30469,172141.109,41015.9063,187971.531,0.0250187181,0.907775638741705
0.235666633,1.42871559,133568.797,-6033.22656,-9493.26172,172391.453,41042.7891,188177.953,0.0250949506,0.908635111617938
0.236185461,1.43009937,133829.594,-6209.78564,-9710.11523,172682.969,41079.8281,188387.797,0.0251765586,0.909230434446468
0.236704111,1.43143308,134096.063,-6394.47949,-9931.20703,173019.906,41128.5938,188587.75,0.025262855,0.909729068661707
0.237221777,1.43269086,134353.438,-6578.5918,-10152.2734,173326.922,41168.0078,188775.063,0.0253492706,0.910487987513001
0.237741381,1.43410754,134625.625,-6764.37988,-10375.6777,173632.422,41204.4766,188980.297,0.0254359171,0.911344919743309
0.238259912,1.43562627,134913.156,-6956.43066,-10601.5098,173953.578,41240.6797,189179.031,0.0255249329,0.91246107293321
0.238777012,1.43717384,135214.016,-7162.9248,-10843.8145,174332.625,41295.0117,189395.563,0.0256202575,0.913527382342211
0.239292622,1.43884039,135531.688,-7381.47656,-11099.0723,174750.063,41368.3438,189645.172,0.0257191584,0.915059308890723
0.239807159,1.44054365,135853.172,-7604.01074,-11355.5391,175142.828,41435.3125,189890.109,0.0258177631,0.916705725851583
0.24032411,1.44238925,136194.188,-7835.19727,-11616.5908,175535.313,41508.8047,190142.938,0.0259167701,0.91765586228162
0.240839869,1.44462204,136577.297,-8091.17578,-11903.3711,175902.719,41560.2266,190394.188,0.0260190181,0.918639693918087
0.241354376,1.44723701,137004.188,-8375.6582,-12226.6152,176233.281,41561.0508,190622.5,0.0261262134,0.919356012678015
0.241868436,1.45014679,137473.438,-8672.81348,-12557.2461,176587.438,41549.5195,190836,0.0262349881,0.92051686905115
0.242382437,1.4533093,137968.734,-8982.39063,-12895.4629,176935.719,41546.9375,191080.156,0.0263466202,0.921363463824729
0.242895752,1.45667362,138478.297,-9307.41016,-13248.0664,177252,41541.8594,191360.234,0.0264639072,0.922307906912874
0.243407637,1.46005309,139008.953,-9652.33789,-13597.6475,177567.344,41538.2109,191596.469,0.0265838727,0.924175917345406
0.243916541,1.46304393,139564.953,-10034.4199,-13919.4873,177923.688,41537.0273,191651.016,0.0267037302,0.925476943128754
0.244425237,1.46285152,140055.313,-10391.8301,-13868.8477,178745.625,41398.2461,190464.875,0.0268281437,0.926647267490238
0.244936138,1.4564383,140338.281,-10568.0625,-13017.0645,180449.406,40697.0156,186661.656,0.0269599035,0.927825623783138
0.245446578,1.44422281,140391.531,-10314.499,-11188.7197,182893.688,38495.8594,179306.969,0.0270943381,0.928842021462692
0.245957285,1.43282461,139838,-8693.63867,-7822.08691,182541.172,31538.9297,166276.484,0.0272288565,0.930412903046843
0.246212572,1.42878628,139311.734,-7347.70068,-5631.354,180829.063,26218.3223,157943.672,0.0272960905,0.931423800004124
0.184800804,1.33306813,120849.781,12509.3691,8808.72363,208945.656,61155.3945,162224.938,0.0270738639,0.849118277949989
0.185055733,1.33671021,121198.328,12282.4307,10086.0488,196568.906,60651.0742,169293.125,0.0270225517,0.849216817825531
0.18556565,1.34763789,121735.695,11459.8301,11937.2441,176604.281,57786.6016,180205.281,0.0269199442,0.849549228586292
0.186077476,1.35918498,121990.023,10453.1338,12581.7266,166232.688,54112.5742,185620.594,0.0268173069,0.850017908851264
0.186593533,1.36435413,122073.641,9817.375,12434.9395,163221.484,52551.2266,187373.063,0.0267153718,0.850203053769157
0.187110245,1.36555839,122096.875,9406.71875,11985.584,163039.063,52227.5078,187582.219,0.0266162045,0.850427460695062
0.187624186,1.36607552,122109.109,9043.625,11525.0508,163157.781,52101.7813,187625.938,0.0265199654,0.850518342889869
0.188138992,1.36661255,122129.984,8699.86719,11082.6797,163279.172,51999.0977,187673.531,0.0264251791,0.850826862004123
0.188655913,1.36715984,122149.313,8369.30664,10659.6709,163350.438,51889.4375,187735.25,0.0263311192,0.851451801330175
0.18917343,1.36776686,122175.859,8043.37207,10240.1973,163424.531,51780.6641,187796.125,0.0262380838,0.852229255890374
0.18969053,1.3684144,122205.406,7724.56885,9823.87207,163512.594,51679.6172,187844.406,0.0261481255,0.852747935285118
0.190206647,1.36893606,122221.773,7410.8623,9412.56738,163582.063,51582.6172,187881.375,0.0260605253,0.853328861403705
0.190724,1.3694067,122235.375,7095.76709,9000.71484,163638.875,51485.4922,187922.375,0.0259728357,0.853847021456493
0.191242188,1.3698864,122262.953,6787.93896,8590.98633,163727.641,51381.3828,187922.156,0.0258878414,0.854169021035868
0.191759527,1.37022448,122290.734,6491.85449,8189.57422,163830.813,51265.3281,187861.734,0.0258074366,0.854486578131346
0.192276567,1.37032771,122301.906,6199.77051,7792.69043,163913.75,51139.6328,187771.156,0.0257287342,0.854771944119384
0.192792475,1.3703208,122309.922,5909.56836,7396.24072,164000.844,51006.6914,187660.813,0.0256502144,0.855024804942162
0.193310648,1.37034535,122323.883,5619.2373,7000.4834,164090.313,50872.0234,187558.094,0.02557173,0.855465562928983
0.193830729,1.37035012,122340.5,5336.4541,6614.84766,164172.328,50720.6172,187437.313,0.0254966915,0.855768204803077
0.194349408,1.37016547,122343.414,5063.65869,6242.23389,164226.094,50545.7578,187280.984,0.0254260227,0.856122180811932
0.194868118,1.36990952,122341.555,4792.13525,5872.83789,164266.563,50364.4219,187124.594,0.0253561549,0.85633502986748
0.195387796,1.36970401,122348.672,4519.9082,5503.52637,164317.688,50181.0703,186977.094,0.0252861511,0.856689449077425
