R,Rho,Trr,Trt,Trz,Ttt,Tzt,Tzz,Z,Lamda
0.208331466,1.02026749,80775.0938,660.077148,1403.40161,87495.7891,10414.3496,136966.875,0.00802076235,0.911484307265591
0.208924443,1.02051461,80785.3125,609.499146,1212.94543,87506.3906,10331.6074,136905.406,0.00800076127,0.911968516346218
0.20951879,1.02084708,80805.6641,561.141846,1023.4165,87535.9844,10256.4648,136855.531,0.00798073411,0.913866087990455
0.210113138,1.02116215,80824.4922,514.009155,834.290894,87566.5625,10180.2148,136802.828,0.00796086341,0.914482339831403
0.210707098,1.02150297,80846.7969,467.237213,650.57489,87596.2344,10102.9707,136747.313,0.00794451497,0.914843219928936
0.211301506,1.0219394,80880.9375,420.460602,474.27063,87629.5469,10028.623,136694.594,0.00793299824,0.915904148574054
0.211894959,1.02241695,80920.6875,374.515869,300.771057,87669.2969,9957.29785,136644.438,0.00792298466,0.917649117137825
0.212490618,1.02288115,80959.3125,329.323303,127.623291,87705.6563,9884.69434,136592.516,0.00791294314,0.91966801828384
0.21308738,1.02349424,81016.3359,285.88623,-43.1326447,87774.2109,9828.82129,136564.5,0.0079034511,0.922134466634913
0.213682473,1.02424169,81089.3125,242.365845,-209.142838,87853.2031,9781.07324,136551.469,0.00789819658,0.923884169189098
0.214276835,1.02497315,81160.0938,197.874939,-372.269287,87908.7188,9724.18359,136529.031,0.00789727643,0.925610435194738
0.214871302,1.02576053,81238.2969,154.405701,-534.201294,87977.0313,9673.51563,136513.578,0.0078970436,0.926546262582446
0.21546483,1.02648544,81310.7188,111.628036,-696.064331,88041.4297,9620.45313,136490.281,0.00789681543,0.925493012380621
0.216058642,1.02720034,81382.6563,69.6529388,-858.179443,88106.8906,9568,136465.406,0.00789778121,0.926280369672503
0.216653511,1.02805185,81470.5781,28.4133472,-1021.82556,88190.3672,9527.62695,136458.594,0.00790323131,0.928578733352831
0.217247427,1.02896261,81566.1875,-12.2723179,-1187.05713,88280.9844,9492.89648,136459.156,0.00791217946,0.930382844500779
0.217841655,1.02986145,81661.6875,-52.5193787,-1352.36499,88371.8047,9457.9043,136456.828,0.00792133622,0.931698359645077
0.218435645,1.03076673,81759.2656,-92.3206024,-1517.29517,88467.375,9425.10547,136455.125,0.00793049112,0.929934543968458
0.219030291,1.03173721,81866.3281,-131.550293,-1683.06799,88572.5938,9397.37109,136458.078,0.00794183277,0.930558618769187
0.219623536,1.03274894,81981.0938,-169.315765,-1850.72876,88681.9297,9372.56543,136460.281,0.00795787666,0.931627988048023
0.220215604,1.03375864,82097.5313,-206.150604,-2019.46118,88789.6797,9347.43555,136458.938,0.00797647052,0.933322589337826
0.220810533,1.03477979,82216.0625,-243.017731,-2188.8335,88898.9219,9322.89258,136458.422,0.0079951603,0.934401193390746
0.221406102,1.03578138,82334.0938,-279.517029,-2358.32178,89009.3906,9297.91406,136454.281,0.00801395718,0.934210577578933
0.221999973,1.03691506,82470.0156,-315.602692,-2529.23584,89138.5625,9283.69727,136465.938,0.00803595409,0.934358453735774
0.222592786,1.03821659,82628.4844,-351.054871,-2702.7666,89292.5625,9283.2832,136496.766,0.00806267932,0.934981263999904
0.223185867,1.03941369,82777.0938,-385.571655,-2878.05566,89437.2188,9276.09766,136510.719,0.00809102226,0.934897973937656
0.223780036,1.04054999,82919.7344,-419.872864,-3053.80078,89574.0313,9264.30078,136515.813,0.00811941549,0.934378057912306
0.224373996,1.04173756,83070.0469,-454.332581,-3229.32104,89719.5938,9257.47656,136527.625,0.00814826228,0.936223190658465
0.224967301,1.04296327,83229.1406,-488.443695,-3407.15674,89877.6406,9256.50195,136540.031,0.00818126369,0.937025212959156
0.225560442,1.0442301,83397.6406,-522.233093,-3587.60205,90048.6797,9261.68945,136552.609,0.00821879506,0.938118057128501
0.226152718,1.04549241,83567.3281,-556.104797,-3768.18164,90220.1484,9267.28418,136564.469,0.00825708359,0.938538469255779
0.22674568,1.04675972,83738.6563,-590.056152,-3948.68481,90392.2813,9273.07813,136576.969,0.00829541497,0.938966944704038
0.227339298,1.04805541,83915.1875,-624.288635,-4130.26318,90569.8125,9280.86328,136590.531,0.0083349729,0.939697973705691
0.227931857,1.04943562,84105.0938,-659.439697,-4316.24609,90762.2031,9293.62207,136605.828,0.00837937742,0.940938573099869
0.228524446,1.05088651,84306.5156,-695.372559,-4505.93262,90966.8672,9310.53125,136622.406,0.0084277913,0.941875288017975
0.229116797,1.05234122,84509.7813,-731.57373,-4695.5249,91172.3594,9327.60156,136639.281,0.00847645476,0.942239965470879
0.229708701,1.05375481,84709.4219,-767.737793,-4884.57813,91366.9688,9339.19238,136648.813,0.00852508005,0.942680042877274
0.230300605,1.05531001,84928.4844,-804.934692,-5074.83447,91593.7969,9363.875,136674.656,0.00857606903,0.942420297199186
0.230892181,1.05705488,85173.2422,-843.17218,-5268.25293,91862.4063,9403.75977,136717.016,0.00863243733,0.943706011744591
0.231483474,1.0587939,85419.875,-881.44104,-5463.09131,92127.4844,9438.73633,136748.375,0.00869183894,0.945007473460523
0.232074976,1.06054306,85669.6406,-920.24939,-5657.56201,92394.8438,9474.17188,136780.219,0.00875127409,0.944971768770388
0.232666269,1.06231928,85924.0938,-959.713562,-5851.73926,92667.8828,9512.08789,136816.781,0.00881078839,0.944792697115586
0.233256593,1.06432819,86208.4688,-1002.01611,-6050.75488,92990.8359,9567.34277,136878.875,0.00887404755,0.944185102190209
0.233846784,1.0664711,86512.1719,-1047.80139,-6257.37402,93325.4219,9622.98633,136941.531,0.00894293468,0.944330638740417
0.234438747,1.06855023,86810.6719,-1094.73462,-6467.16406,93636.1875,9665.49512,136986.313,0.00901393406,0.94501957086726
0.235030621,1.07069588,87118.9063,-1142.41113,-6676.63184,93968.7813,9714.67188,137042.594,0.00908492692,0.945732755824891
0.235620782,1.07290125,87436.9375,-1191.41504,-6885.37842,94314.4063,9768.31836,137105.438,0.00915639941,0.944957496684188
0.236210465,1.07533288,87785.5469,-1244.34839,-7097.68262,94702.25,9833.74609,137183.969,0.00923349895,0.944742133381998
0.236799404,1.0780499,88172.0078,-1301.98877,-7313.68652,95145.0078,9915.20313,137285.594,0.00931651704,0.945281885942599
0.237387627,1.08082986,88568.8281,-1361.69995,-7529.8877,95600.0469,10000.1523,137393.094,0.00940045901,0.946922080228023
0.237975836,1.08360863,88967.8906,-1422.70972,-7745.81787,96053.8125,10083.4922,137499.406,0.0094844047,0.946805473721894
0.23856391,1.08634186,89364.0313,-1485.45093,-7964.37793,96489.6953,10156.3311,137592.656,0.00956996717,0.946019341446963
0.239150941,1.08930039,89792.1484,-1555.39148,-8193.06445,96950.7656,10232.9238,137701.125,0.00966170058,0.945700122571267
0.239737302,1.09252095,90257,-1632.49036,-8429.5957,97451.3125,10318.9434,137831.844,0.00975832157,0.945789562238408
0.240323365,1.09571695,90721.8047,-1710.98486,-8666.17578,97946.2813,10400,137956.203,0.00985519402,0.94710819833574
0.240908563,1.09901547,91202.0625,-1791.53979,-8901.17578,98459.6797,10485.5117,138093.063,0.00995193142,0.946865525905054
0.241494477,1.10216725,91677.3125,-1875.27734,-9136.35547,98974.1094,10572.1904,138209.594,0.0100520588,0.947546853081692
0.242079481,1.10514593,92154,-1965.5332,-9372.18164,99510.5313,10675.6221,138309.063,0.0101591805,0.948143404411299
0.242663652,1.10815334,92646.9297,-2060.77563,-9607.31055,100077.344,10795.3223,138417.375,0.0102700852,0.947949198449809
0.243247122,1.11113667,93138.8516,-2157.24365,-9841.33887,100640.734,10913.498,138525.156,0.0103808818,0.947490719133185
0.243830442,1.1141305,93634.7969,-2255.66748,-10074.6719,101211.781,11031.1992,138634.141,0.0104918052,0.947901894669369
0.244414598,1.11711657,94125.3594,-2350.9043,-10313.5479,101735.609,11125.123,138743.469,0.0106068533,0.948367045010433
0.244996667,1.12005258,94600.7266,-2438.79248,-10558.7607,102181.719,11179.9121,138845.313,0.0107270684,0.9499469259138
0.245578319,1.12353826,95142.3125,-2534.0835,-10806.792,102736.305,11273.1953,139032.688,0.0108489692,0.95044170017001
0.246159822,1.12716627,95700.9531,-2628.9043,-11052.0781,103318.016,11379.3984,139260.219,0.0109742917,0.950982319519093
0.246739835,1.13043928,96214.3516,-2711.27197,-11289.0508,103808.305,11448.6621,139454.719,0.0111057404,0.951731132982619
0.247318149,1.1336565,96721.9844,-2788.33008,-11521.9063,104282.219,11514.4531,139662.344,0.0112398919,0.952120913234666
0.247897059,1.13687325,97233.7031,-2861.65137,-11757.4414,104750.836,11587.5176,139906.031,0.0113745462,0.951980688450254
0.248475015,1.1398406,97716.3438,-2923.94434,-12008.9805,105132.398,11638.0742,140186.875,0.0115142437,0.952230732876948
0.24905023,1.14193416,98157.375,-2989.97363,-12225.7402,105408.805,11698.3027,140326.094,0.0116610769,0.952538708700821
0.249624878,1.13716984,98379.1406,-3105.53809,-11552.9141,105718.273,11929.1855,137652.141,0.011810502,0.952292993160999
0.250200182,1.1141696,97724.2266,-2885.32813,-8114.20605,105894.703,10997.0195,125306.82,0.0119600892,0.951523909322537
0.25048843,1.09674883,97073.125,-2590.10376,-5432.73438,105904.609,9888.68848,115639.109,0.0120350486,0.950779967063487
0.181086496,1.05969071,91787.4609,8905.49609,11446.8379,121073.32,33649.8008,131781.266,0.0120374793,0.818072303801823
0.181374133,1.07081676,91912.7656,7448.79688,12860.3271,111436.055,28589.3008,137516.859,0.0119652655,0.818946663198411
0.18194975,1.08630455,91831.875,5308.46191,14578.4063,99069.4766,21120.7578,145042.688,0.0118207522,0.82117740094772
0.182525188,1.08942842,91280.1563,4455.04883,14720.7227,95733.7109,18250.3008,146974.938,0.0116768777,0.823317142676878
0.183100373,1.08588147,90591.7031,4209.6001,14337.1729,94863.3594,17689.7227,147013.563,0.0115357544,0.825660789265494
0.183677122,1.08147979,89941.6406,4070.42822,13908.2109,94385.0938,17523.2441,146825.938,0.0114011057,0.827696543452195
0.184255317,1.07731831,89330,3940.90967,13493.0811,93946.75,17371.7852,146646.656,0.011272396,0.829721036089775
0.184834912,1.07326627,88726.0156,3800.50952,13080.2793,93468.5938,17160.3789,146426.844,0.0111462306,0.832318400297155
0.185413539,1.06956816,88160.1875,3659.74316,12676.1426,92995.5156,16918.4082,146204.156,0.0110218618,0.834673634212517
0.185992837,1.06605506,87624.1563,3524.73193,12274.541,92549.875,16684.5273,145981.766,0.0108999666,0.83727909462565
0.186573714,1.06259966,87110.5547,3391.8186,11873.4834,92129.1484,16461.0684,145729.594,0.0107836761,0.840056097320677
0.187155992,1.05939889,86637.5313,3268.22534,11478.7676,91762.8906,16265.0342,145490.578,0.010670824,0.842365014841869
0.187738985,1.05640149,86192.2344,3152.24023,11088.5117,91428.7188,16081.9297,145271.375,0.0105582019,0.844874829439107
0.188321233,1.05369997,85789.0313,3037.50146,10715.2949,91111.4531,15886.8047,145033.281,0.0104511417,0.847604162690838
0.188906521,1.05132318,85430.2734,2922.90137,10361.6367,90815.1797,15675.9072,144769.516,0.0103506949,0.849866348141958
0.189491153,1.04921365,85107.2266,2816.22119,10018.3037,90564.5781,15480.4902,144520.953,0.0102524292,0.852180352415684
0.19007501,1.04727507,84809.0156,2717.52319,9679.12109,90351.6719,15305.0488,144292.078,0.0101543749,0.853809695594945
0.190659523,1.04546142,84529.3281,2621.90845,9343.43164,90150.2969,15135.6191,144070.563,0.0100573432,0.855466987269135
0.191244051,1.04379058,84269.8281,2526.66211,9013.53613,89951.2188,14955.916,143833.672,0.00996649265,0.857105658365321
0.191830978,1.04220009,84024.5469,2433.57861,8685.49023,89765.0938,14771.124,143576.813,0.00988111831,0.858927629233012
0.192419723,1.04062402,83786.0938,2344.23462,8357.17578,89591.9844,14591.8184,143314.938,0.00979626086,0.86056882588406
0.193004802,1.0392437,83572.8438,2259.89258,8035.64746,89442.5938,14427.4551,143078.828,0.00971197709,0.862739055994679
0.193589315,1.03791451,83367.6875,2176.9292,7716.94531,89295.4688,14258.502,142838.156,0.00962972455,0.864710389866031
0.194180042,1.03665686,83172.4531,2093.79492,7400.67578,89156,14075.0664,142575.031,0.00955268927,0.866551118402382
0.194769204,1.03556776,83000.0313,2014.96655,7092.92236,89044.6563,13897.5566,142315.703,0.00948016718,0.868343073121884
0.195355624,1.03458297,82843.0078,1940.92346,6790.54004,88954.2656,13733.04,142071.734,0.00940818898,0.871211241957181
0.195942968,1.03375888,82707.1797,1870.78247,6492.19922,88887.0313,13583.4375,141849.813,0.00933615118,0.872826937013806
0.196531802,1.03285384,82570.4844,1801.26538,6194.59863,88819.6328,13433.0332,141604.656,0.00926710479,0.874767545169001
0.197122306,1.03197527,82446.9531,1733.67383,5903.94336,88769.5625,13290.8066,141346.188,0.0092035979,0.876470260976726
0.197711676,1.03107476,82324.4766,1666.23962,5618.14453,88716.6094,13146.0918,141079.844,0.00914285146,0.878201694356188
0.198300987,1.03029144,82216.9609,1602.8949,5337.25098,88686.2188,13013.8711,140833.531,0.00908215344,0.880185029349953
0.198890865,1.02970004,82133.4141,1543.90002,5062.14063,88685.1094,12899.3174,140615.219,0.00902167335,0.882075966210982
0.199480534,1.02911079,82049.7969,1483.18677,4792.15186,88669.6875,12774.1113,140391.438,0.00896522589,0.883807845468623
0.20007062,1.02866721,81982.3516,1422.77271,4532.05469,88664.1719,12649.6875,140180.531,0.00891389977,0.88579952691925
0.200660646,1.02826059,81919.0156,1363.30127,4275.74561,88660.125,12523.126,139972.422,0.00886400044,0.887492621923168
0.201251239,1.02770305,81837.8906,1302.00562,4017.11768,88626.3125,12379.1602,139743.609,0.00881408155,0.889409627033485
0.201842755,1.02731311,81778.7188,1245.21814,3764.30029,88628.3047,12255.8125,139542.313,0.00876484625,0.891156277765857
0.202434003,1.02725649,81760.8359,1193.65088,3525.61035,88686.5156,12167.2715,139394.531,0.00872018468,0.892841957064068
0.203025535,1.02711821,81734.1172,1138.19922,3292.13184,88714.5781,12066.4053,139235.313,0.00867991149,0.894253788568656
0.203616291,1.02689302,81699.1719,1081.74561,3060.08496,88724.1719,11957.1777,139062.125,0.00864029769,0.897369459216711
0.20420745,1.02668571,81667.1406,1027.28992,2829.85693,88738.2422,11850.2832,138893.984,0.00860067084,0.898392325000803
0.204800397,1.02647018,81631.7109,972.899292,2601.75781,88740.7188,11736.4326,138729.031,0.00856244378,0.899557074000276
0.205391854,1.02633309,81598.8125,916.521973,2381.56519,88720.2344,11612.7119,138581.813,0.00852910802,0.900395079165518
0.205983534,1.02644014,81590.8828,862.783203,2169.88159,88729.0156,11505.7793,138475.813,0.00849922001,0.902051771992877
0.20657599,1.02676606,81609.125,813.514099,1962.77686,88783.25,11422.7109,138405.547,0.00846945308,0.90228012871745
0.207167089,1.02693069,81609.0938,762.417969,1754.78955,88800.7656,11322.0156,138311.469,0.00843976904,0.904450398896925
0.207759053,1.02708817,81609.9609,710.276001,1549.91553,88812.9453,11223.1973,138216.5,0.00841242634,0.906002672731053
0.208351791,1.02734971,81625.3281,659.271484,1352.53613,88849.0313,11141.6914,138141.063,0.00838987343,0.907665170001572
0.208945394,1.02758825,81639.7813,609.132202,1158.66553,88886.5703,11062.6787,138064.734,0.00836976431,0.9091242537298
0.209538192,1.02785587,81659.5156,560.398376,967.162598,88932.8594,10989.9355,137994.25,0.00834970642,0.9103311103948
0.210129708,1.02812266,81680.7578,512.764404,777.548096,88982.0938,10920.0068,137925.125,0.00832986645,0.911147666705764
0.21072194,1.02846622,81708.8203,463.751984,592.151184,89022.9844,10845.0166,137858.531,0.00831355341,0.911618497359146
0.211313814,1.02918017,81777.6719,416.38446,415.942383,89114.9141,10791.1699,137833.563,0.00830206461,0.912530046560864
0.211905837,1.0299288,81850.5781,369.241699,242.009308,89206.6016,10735.873,137808.641,0.00829201099,0.915031597864335
0.212498456,1.03051651,81904.9063,320.367096,66.3261719,89259.9766,10663.2695,137760.719,0.00828195177,0.916424517169684
0.213090554,1.03121805,81972.9688,273.418884,-106.647156,89336.6328,10602.332,137730.438,0.00827246718,0.918591208410419
0.213683069,1.03196204,82045.0078,226.943314,-275.417297,89406.7813,10538.8047,137700.438,0.00826719869,0.920464642927645
0.214276165,1.03276658,82123,180.824463,-440.353394,89472.7578,10474.0508,137673.297,0.00826626271,0.92208548518845
0.214869156,1.03362167,82207.4688,135.359238,-604.108887,89546.8594,10414.0605,137653.031,0.0082660187,0.922801011633021
0.215461463,1.03449225,82294.5703,90.5915527,-767.077759,89626.0625,10356.5645,137635.297,0.00826578029,0.922618748902102
0.21605432,1.03537476,82384.1484,46.5092087,-929.828674,89709.7422,10303.0625,137620.734,0.00826674979,0.923712225072378
0.216647461,1.03627419,82478.875,3.16405106,-1093.8999,89801.5469,10260.5869,137612.438,0.008272212,0.925953457700794
0.217239693,1.03718817,82578.3516,-39.6000099,-1259.03735,89900.7578,10227.0303,137608.25,0.00828117132,0.927434673093717
0.21783261,1.03812242,82681.1328,-82.0611725,-1424.0979,90005.1406,10196.4668,137607.547,0.00829034206,0.926673585082807
0.218424559,1.0391221,82792.3281,-123.829651,-1588.28809,90124.6406,10171.6855,137616,0.00829949882,0.926894683652911
0.219017848,1.04009771,82901.5156,-166.052094,-1754.53796,90224.0469,10138.1084,137614.313,0.0083108712,0.927458223819743
0.219611645,1.04101396,83005.2734,-208.256561,-1924.47705,90292.9531,10092.1953,137595.625,0.00832699798,0.928357225451936
0.220203787,1.04216218,83138.125,-248.5009,-2093.84399,90413.8125,10070.6035,137609.719,0.00834566727,0.929805584214247
0.220796123,1.04337215,83279.3906,-287.990906,-2262.64673,90556.2422,10057.9316,137634.156,0.00836435147,0.931459241476442
0.221387938,1.04445815,83407.3438,-327.63147,-2432.05322,90674.8438,10033.5381,137639.938,0.00838310365,0.931256949939072
0.221979886,1.04561877,83547.4375,-366.348633,-2603.20508,90811.6484,10018.752,137653.063,0.00840511918,0.93124330630129
0.222571999,1.04684174,83699.0781,-403.763184,-2777.40796,90967.3438,10013.4004,137670.688,0.00843191333,0.931476196029189
0.223164052,1.04807878,83854.8906,-440.805542,-2952.52319,91129.8906,10011.4336,137688.781,0.00846031029,0.930468327350164
0.223757133,1.04931664,84012.25,-477.903198,-3127.66479,91294,10010.2813,137706.594,0.0084887566,0.930686316587286
0.224349141,1.05055964,84171.3125,-514.997437,-3302.76147,91459.4844,10009.751,137724.969,0.0085176155,0.932918845435729
0.224939853,1.05188155,84341.6563,-551.971069,-3480.63989,91636.2656,10012.3203,137747.438,0.00855060946,0.933679326512759
0.225532591,1.05329657,84525.3594,-588.881836,-3662.38135,91826.0156,10018.7344,137774.094,0.00858826004,0.935021635309123
0.226124048,1.05472183,84711.8516,-625.94043,-3844.07886,92018.1641,10026.002,137801.406,0.00862664171,0.935703000369903
0.226713955,1.0561384,84898.5156,-663.157715,-4025.06055,92209.6016,10032.9492,137828.453,0.00866492093,0.936205330749439
0.227305472,1.05757332,85089.5938,-700.663757,-4207.48779,92406.0234,10042.0469,137855.719,0.00870449934,0.937120067217178
0.227897048,1.05909944,85296.6172,-739.121826,-4394.37695,92624.9063,10060.6211,137886.594,0.00874900632,0.937803383979975
0.228487283,1.06069446,85516.4219,-778.481812,-4584.41309,92861.5313,10086.7266,137919.891,0.00879742298,0.938869780792173
0.229076952,1.06228566,85737.3125,-818.197693,-4774.31152,93098.0938,10112.7363,137953.047,0.00884606317,0.938957095536042
0.229668111,1.06387091,85959.0547,-858.227295,-4964.31445,93333.875,10138.2148,137985.156,0.00889482629,0.939303237036948
0.23025921,1.06553793,86192.6406,-898.86084,-5155.71338,93585.8516,10169.2188,138023.281,0.0089459531,0.939392254969554
0.230849266,1.06736529,86448.3438,-940.653442,-5350.51123,93866.0859,10206.9648,138068.969,0.00900242012,0.940307388995224
0.231439412,1.06928158,86717.2266,-983.40332,-5547.17676,94161.0938,10247.6533,138117.75,0.00906195119,0.941319209310209
0.232029349,1.0710429,86968.6875,-1025.68958,-5743.84473,94414.9219,10270.2578,138140.594,0.00912147481,0.941734990478152
0.232619137,1.07299829,87244.8125,-1069.71338,-5939.91113,94713.7188,10314.1426,138196.563,0.00918109156,0.941771132666146
0.233207107,1.07526493,87560.3672,-1117.48083,-6140.37061,95075.75,10383.1133,138291.906,0.00924442708,0.941299655195686
0.233795375,1.07756972,87882.875,-1168.15552,-6349.19434,95426.3125,10438.9277,138370.031,0.00931352563,0.941027806353079
0.234384328,1.07995462,88217.3281,-1220.79224,-6560.55518,95790.0547,10497.6621,138453.438,0.00938461535,0.941864746090993
0.234972313,1.08232975,88552.8359,-1274.18921,-6771.15332,96153.1172,10556.1777,138536.594,0.00945559144,0.942438294269108
0.235560223,1.08472228,88892.6016,-1328.66174,-6981.76074,96520.0625,10615.3916,138620.719,0.00952721573,0.941585764374709
0.236147419,1.08744252,89275.0703,-1388.67871,-7195.98438,96947.3828,10694.6563,138738.281,0.00960435066,0.941435181359576
0.236734942,1.09023523,89671.3125,-1452.66345,-7414.39746,97388.0313,10772.3711,138846.563,0.00968752243,0.941696700822805
0.237322301,1.09286892,90051.5703,-1516.59326,-7633.09082,97799.5,10834.0625,138925.969,0.0097717084,0.943028788607064
0.237908453,1.09560001,90445.2422,-1582.16577,-7851.00146,98230.5313,10902.7178,139021.594,0.00985572953,0.944002278643002
0.238494501,1.09842992,90854.7969,-1651.06628,-8070.96387,98682.6328,10977.0986,139126.469,0.00994134881,0.943244276459739
0.239080012,1.10143733,91291.9844,-1727.20142,-8300.62988,99162.5234,11053.418,139236.563,0.0100332024,0.943115607989588
0.239664882,1.10453475,91745,-1808.72437,-8537.92383,99651.8125,11126.832,139344.531,0.0101299733,0.943247134922149
0.240248501,1.10758078,92195.1875,-1891.1958,-8774.89258,100141.828,11199.7246,139447.75,0.0102268523,0.943787318675879
0.240833178,1.11064339,92650.4531,-1975.22021,-9011.30469,100618.031,11268.4648,139551.906,0.0103239166,0.944392238593426
0.241418093,1.11375976,93123.3125,-2063.94141,-9246.95313,101106.789,11348.4014,139667.406,0.0104242619,0.945077052229141
0.242000818,1.11667955,93592.7969,-2157.15112,-9481.19824,101602.688,11437.5947,139763.594,0.0105313919,0.945277745570975
0.242583737,1.11982846,94102.3438,-2258.08081,-9715.21094,102178.453,11564.0195,139904.188,0.0106424997,0.945384543492051
0.243165523,1.1231308,94634.3594,-2363.2644,-9948.02344,102805.961,11709.9111,140073.656,0.0107534155,0.945276766453361
0.243747145,1.12624002,95145.8125,-2467.81836,-10179.6689,103393.719,11837.1357,140212.75,0.0108644571,0.944855249954092
0.244328946,1.12947452,95664.9375,-2570.63818,-10416.3398,103963.844,11951.2354,140370.625,0.0109795146,0.945781322960414
0.244909793,1.13289905,96194.7578,-2669.90552,-10660.291,104516.391,12047.6807,140559.078,0.0111000352,0.947117722614468
0.245489836,1.13607776,96693.3828,-2764.35767,-10904.3887,104995.422,12112.8789,140713.141,0.0112221939,0.947796712939012
0.246068418,1.13903809,97167.3906,-2852.53271,-11142.4541,105412.422,12152.2363,140841.063,0.0113473572,0.948982213980315
0.246646255,1.14198518,97642.9844,-2934.04639,-11372.127,105820.75,12185.1406,140982,0.011478574,0.949790592509503
0.247224331,1.14498687,98129.1563,-3012.02368,-11597.9775,106228.594,12224.5508,141153.984,0.0116129704,0.950028700365016
0.247801527,1.14819086,98646,-3089.58838,-11824.791,106694.383,12295.9873,141394.25,0.0117479144,0.950215894199791
0.248375714,1.15161216,99193.0313,-3165.80249,-12067.0801,107208.695,12391.7715,141736.281,0.0118873715,0.95029802299721
0.248950005,1.15436006,99722.9063,-3249.34277,-12267.9863,107663.719,12513.8232,141930.875,0.012034229,0.950383686505092
0.249524996,1.14937496,99941.6016,-3365.43896,-11536.4824,108051.766,12747.8398,139076.125,0.0121839326,0.950209214230601
0.250100195,1.12591934,99226.9688,-3097.2959,-8034.08887,108189.219,11678.8779,126483.953,0.012333706,0.949645457481141
0.250388354,1.10836184,98536.0156,-2758.16138,-5335.1626,108125.891,10443.9639,116728.32,0.0124087408,0.948983084205542
0.181183264,1.06597495,92561.75,9196.52051,11547.5879,123148.125,34573.3125,132659.031,0.0124070961,0.816294408782472
0.181470156,1.07700014,92706.3125,7742.42969,13002.6113,113256.656,29555.1074,138494.375,0.012334941,0.817204884856191
0.182044953,1.09247315,92642.0469,5577.21387,14774.7168,100487.039,22061.2422,146169.375,0.0121903848,0.818980043979338
0.182619214,1.09573019,92082.9375,4684.22363,14927.9414,96970.3828,19097.1348,148165.344,0.0120464657,0.821050583116678
0.183191285,1.09230268,91397.1328,4425.17773,14540.3789,96078.3984,18518.6133,148230.25,0.0119053777,0.823438262018545
0.183765084,1.08785939,90737.1328,4275.25098,14100.7852,95588.5313,18346.3945,148040.938,0.0117707234,0.825346907633015
0.184342787,1.08356237,90100.6406,4129.99658,13671.3516,95119.8906,18175.1641,147850.813,0.0116418395,0.827462082668485
0.184919938,1.07968163,89508.1016,3983.83838,13253.4873,94658.1563,17971.0859,147664.469,0.011515893,0.830006953688287
0.185497358,1.07602036,88941.5313,3834.83276,12841.1875,94184.7656,17728.9805,147453.313,0.0113913026,0.832467129449775
0.186075628,1.07231259,88381.7656,3688.12964,12424.0723,93718.4688,17486.5098,147210.672,0.0112691596,0.835224749134508
0.186654866,1.06885648,87868.6094,3552.50977,12012.0205,93319.8906,17282.582,146973.406,0.0111529436,0.837915469133797
0.18723774,1.0656507,87395.5625,3425.40527,11605.5654,92970.6719,17103.9453,146749.406,0.0110397525,0.839987284350931
0.187819302,1.06238055,86920.7969,3298.31689,11199.6289,92604.1406,16911.4609,146504.406,0.010927204,0.842430017198991
0.188401282,1.05908728,86451.8125,3167.51611,10805.8672,92211.3281,16679.2852,146197.188,0.0108200349,0.84506930033259
0.188982591,1.05651212,86072.2891,3047.11548,10442.0215,91905.6563,16464.9805,145917.469,0.0107199848,0.847523622374936
0.189562291,1.05447328,85756.6641,2936.20581,10094.46,91664.0781,16277.8701,145686.75,0.0106221661,0.84982607421508
0.190144703,1.05242562,85440.9688,2824.21777,9745.625,91406.2422,16078.6855,145446.719,0.0105239591,0.851589842066177
0.190727457,1.05045795,85137.625,2715.74512,9398.90918,91161.6563,15881.541,145207.516,0.0104268473,0.852996208186883
0.191309899,1.04863048,84857.9531,2613.06299,9059.53906,90944.1094,15687.0146,144953.719,0.010336034,0.854771869497278
0.191894904,1.04702127,84610.4844,2515.18506,8727.82813,90755.4375,15501.1953,144699.281,0.0102506978,0.856480005347685
0.192481935,1.04557061,84384.2031,2420.62671,8398.93555,90585.1094,15325.8379,144460.375,0.0101658273,0.858083564912631
0.193067759,1.04407561,84156.5,2327.9126,8068.97754,90411.6719,15147.8369,144210.563,0.0100811962,0.860453268846728
0.193651766,1.04256511,83931.3906,2237.74609,7741.38232,90243.4219,14966.6035,143947.094,0.00999884307,0.862216014872338
0.19423753,1.04133642,83741.2813,2152.67969,7423.06738,90120.2656,14793.335,143694.219,0.00992230326,0.863890083078013
0.194825381,1.04039669,83585.6875,2071.26099,7113.70801,90031.2266,14629.0879,143461.313,0.00984970853,0.865665190236731
0.195411503,1.03961325,83450.7656,1993.7312,6809.41211,89964.2031,14478.2686,143248.25,0.00977753103,0.86827921912511
0.195997626,1.03866911,83301.0938,1915.92163,6502.0625,89878.7031,14314.7539,143006.594,0.00970543083,0.870229587755584
0.196585402,1.03772521,83158.0313,1840.45361,6197.72461,89804.8281,14153.7871,142753.25,0.0096363835,0.871519859063164
0.197173819,1.03697491,83046.7188,1770.42456,5903.93945,89777.4453,14016.1973,142511.938,0.00957298744,0.873245485787178
0.197761923,1.0363934,82959.5078,1704.00269,5619.41113,89774.6719,13893.5254,142288.328,0.00951216929,0.874864040908142
0.198349446,1.03587675,82883.0469,1639.85303,5338.57422,89780.5625,13778.0215,142072.906,0.00945144333,0.8769524719364
