epoch,total_mse,lr,mse_rho,mse_Trr,mse_Trt,mse_Trz,mse_Ttt,mse_Tzt,mse_Tzz,mse_lambda
52500,5.623347533401102e-05,0.0007272682642638684,1.5661315046600066e-05,9.228320777765475e-06,4.423778591444716e-05,4.184395947959274e-05,1.1104316399723757e-05,2.2785705368733034e-05,3.272039248258807e-05,0.00027228600811213255
55000,0.0001858078467193991,0.0007036649378538132,4.473733497434296e-05,2.6349325707997195e-05,0.00022518064361065626,0.0003369837941136211,5.870316817890853e-05,0.00015506894851569086,0.0003284015692770481,0.00031103804940357804
57500,5.0544520490802824e-05,0.0006795048057734966,1.1476705367385875e-05,6.862477675895207e-06,4.123104736208916e-05,2.9703460313612595e-05,1.198035624838667e-05,1.8759401427814737e-05,1.805088140827138e-05,0.0002662918413989246
60000,4.587621151586063e-05,0.0006548539779037237,1.1960300980717875e-05,6.473816938523669e-06,3.2116273359861225e-05,1.607157537364401e-05,9.198122825182509e-06,1.3322304766916204e-05,1.466586491005728e-05,0.00026320142205804586
62500,0.00014200723671820015,0.0006297801271826029,6.729330925736576e-05,5.380969378165901e-05,0.00015588478709105402,0.0001572986220708117,5.191487434785813e-05,9.521862375549972e-05,0.0001559350930619985,0.00039870294858701527
65000,4.565531344269402e-05,0.0006043518718257546,9.24523646972375e-06,5.670352493325481e-06,3.2344287319574505e-05,1.8287355487700552e-05,9.038390999194235e-06,1.4169907444738783e-05,1.6601517927483656e-05,0.000259885418927297
67500,5.185275222174823e-05,0.0005786390283927322,1.6920201233006082e-05,1.2066647286701482e-05,3.625182216637768e-05,3.178932820446789e-05,1.2217230505484622e-05,1.7832679077400826e-05,2.3253742256201804e-05,0.00026449034339748323
70000,5.679630703525618e-05,0.0005527119456268847,1.4887475117575377e-05,9.923676770995371e-06,5.047332524554804e-05,2.433181907690596e-05,2.61363857134711e-05,2.588327151897829e-05,2.9027458367636427e-05,0.0002737069735303521
72500,4.493662709137425e-05,0.000526641818927601,8.107038411253598e-06,4.956824795954162e-06,3.4375298127997667e-05,1.6870846593519673e-05,1.0701865903683938e-05,1.3962574485049117e-05,1.5764919226057827e-05,0.0002547536278143525
75000,4.734946560347453e-05,0.0005004999781661615,1.1175821782671846e-05,7.646940503036603e-06,3.375118467374705e-05,1.844356484070886e-05,1.2429013622750062e-05,1.472849089623196e-05,1.611013249203097e-05,0.0002645106287673116
77500,0.00018456194084137678,0.0004743581978194416,2.5443154299864545e-05,9.846387911238708e-06,0.00027435249648988247,0.00032837074832059443,6.50252986815758e-05,0.00017648711218498647,0.00032851219293661416,0.00026845827233046293
80000,5.3564170229947194e-05,0.0004482880097143352,7.943024684209377e-06,4.59206694358727e-06,5.331957072485238e-05,3.561727498890832e-05,1.730405529087875e-05,2.3031756427371874e-05,3.4806023904820904e-05,0.0002518995897844434
82500,5.05180905747693e-05,0.0004223609939366579,1.3358428077481221e-05,1.0076756552734878e-05,3.6063676816411316e-05,2.409465378150344e-05,1.1465792340459302e-05,1.9754710592678748e-05,2.368830973864533e-05,0.0002656423894222826
85000,4.478476330405101e-05,0.00039664808351546526,6.995275271037826e-06,4.1081648305407725e-06,3.390375059098005e-05,2.071371091005858e-05,8.6057170847198e-06,1.3831628166371956e-05,1.994124431803357e-05,0.00025017859297804534
87500,3.9792877942090854e-05,0.00037121988770365716,6.650265277130529e-06,4.243771854817169e-06,2.520068665035069e-05,9.18160549190361e-06,7.983151590451598e-06,8.715300282347016e-06,7.4299514380982146e-06,0.00024893824593164027
90000,3.965020732721314e-05,0.0003461459923237562,6.105183729232522e-06,3.7403426631499315e-06,2.661419966898393e-05,9.607757419871632e-06,7.0263199631881434e-06,8.41082692204509e-06,7.45994384487858e-06,0.0002482371055521071
92500,8.008561417227611e-05,0.00032149520911276344,1.2687241905950941e-05,6.186860446177889e-06,9.303188562626019e-05,8.80468578543514e-05,3.225421460228972e-05,5.5371798225678504e-05,9.449420758755878e-05,0.0002586118644103408
95000,4.981084566679783e-05,0.00029733501748740673,7.890928827691823e-06,5.727192274207482e-06,4.083109524799511e-05,3.522660699672997e-05,9.786788723431528e-06,2.0521803890005685e-05,3.012350862263702e-05,0.0002483788412064314
97500,3.9822461985750124e-05,0.0002737316910773516,6.360312454489758e-06,3.932897016056813e-06,2.4405857402598485e-05,9.915374903357588e-06,7.535781605838565e-06,9.214782949129585e-06,8.738084943615831e-06,0.00024847660097293556
100000,3.760270192287862e-05,0.00025074997022747994,5.292814876156626e-06,3.327316562717897e-06,2.1858631953364238e-05,6.666501121799229e-06,6.0285829022177495e-06,7.395608008664567e-06,5.678924935637042e-06,0.00024457325343973935
102500,3.7393459933809936e-05,0.00022845279404520987,5.197579866944579e-06,3.255350293329684e-06,2.1480804207385518e-05,6.552630111400504e-06,5.918903752899496e-06,7.295057002920657e-06,5.595009497483261e-06,0.00024385236611124128
105000,3.7169000279391184e-05,0.00020690130040049555,5.186085218156222e-06,3.2040627502283314e-06,2.1015806851210073e-05,6.301632765826071e-06,5.899220923311077e-06,7.13748841008055e-06,5.39310622116318e-06,0.0002432146284263581
107500,3.8108501030365005e-05,0.0001861544984281063,5.539294306800002e-06,3.5472855870466447e-06,2.2700189219904132e-05,7.389015081571415e-06,6.925975412741536e-06,8.087757123576012e-06,6.526934157591313e-06,0.00024415156804025173
110000,3.724593625520356e-05,0.0001662692238688469,5.214202246861532e-06,3.2006205401557963e-06,2.0927580408169888e-05,6.778499027859652e-06,5.651635092362994e-06,7.178070518421009e-06,6.059428869775729e-06,0.00024295745242852718
112500,4.1653278458397835e-05,0.00014730016884207726,8.50361175253056e-06,6.39852078165859e-06,2.6000174329965375e-05,8.496279406244867e-06,1.104368220694596e-05,1.1453562365204562e-05,1.0508113518881146e-05,0.0002508223115000874
115000,3.625203316914849e-05,0.0001292991673052311,4.7791118049644865e-06,3.004569407494273e-06,1.9006558432010934e-05,5.82937354920432e-06,5.299468284647446e-06,6.661424777121283e-06,4.848929165746085e-06,0.00024058685812633485
117500,3.605203528422862e-05,0.00011231564164161683,4.7270063987525646e-06,2.9808445560775e-06,1.841405719460454e-05,5.781114850833546e-06,5.185048394196201e-06,6.556687822012464e-06,4.765476205648156e-06,0.00024000606208574027
120000,3.5805991501547396e-05,9.639600721001625e-05,4.659731985157123e-06,2.9329121389309876e-06,1.77252459252486e-05,5.660201168211643e-06,5.055223027738975e-06,6.4068290157592855e-06,4.632875061361119e-06,0.000239374945522286
122500,3.586030288715847e-05,8.158405938744545e-05,4.764430741488468e-06,3.0903083825251088e-06,1.7818068954511546e-05,6.115588803368155e-06,4.975575393473264e-06,6.355339792207815e-06,4.843086117034545e-06,0.0002389200235484168
125000,3.627514888648875e-05,6.792031857371331e-05,4.675573109125253e-06,2.9556149456766434e-06,1.7658920114627108e-05,7.68797326600179e-06,5.17679382028291e-06,7.173842277552467e-06,6.545191354234703e-06,0.00023832725128158927
127500,3.505833592498675e-05,5.544226837158203e-05,4.47691127192229e-06,2.8562753868754953e-06,1.521204558230238e-05,5.396029337134678e-06,4.65101993540884e-06,5.964605406916235e-06,4.298563908378128e-06,0.00023761122429277748
130000,3.4924945794045925e-05,4.418402808904648e-05,4.5206884351500776e-06,2.9331793029996334e-06,1.432783028576523e-05,5.313850579113932e-06,4.632165655493736e-06,5.9050266827398445e-06,4.2994829527742695e-06,0.00023746734950691462
132500,3.4530872653704137e-05,3.417656114697457e-05,4.3424602154118475e-06,2.817458835124853e-06,1.3262655556900427e-05,5.1588999667728785e-06,4.398316832521232e-06,5.647506441164296e-06,4.1063067328650504e-06,0.00023651336960028857
135000,3.4269425668753684e-05,2.5447288036346434e-05,4.266683845344232e-06,2.7950998173764674e-06,1.23131485452177e-05,5.008018433727557e-06,4.288733634894015e-06,5.4915140026423614e-06,4.023466317448765e-06,0.00023596873506903648
137500,3.402585571166128e-05,1.8020056545734407e-05,4.190043455309933e-06,2.7692688036040636e-06,1.145638270827476e-05,4.854622147831833e-06,4.188734237686731e-06,5.348697413865011e-06,3.958490651712054e-06,0.0002354406169615686
140000,3.379901318112388e-05,1.1915260851383212e-05,4.112197075301083e-06,2.7405808395997155e-06,1.0715901225921698e-05,4.692162747232942e-06,4.0962572711578105e-06,5.218687874730676e-06,3.89294882552349e-06,0.0002349233691347763
142500,3.360194023116492e-05,7.149662882089615e-06,4.037219696328975e-06,2.7122605388285592e-06,1.0117753845406696e-05,4.552895916276611e-06,4.012375029560644e-06,5.110216079629026e-06,3.8438938645413145e-06,0.00023442890960723162
145000,3.343676507938653e-05,3.736303001642227e-06,3.965017640439328e-06,2.68602661890327e-06,9.657158443587832e-06,4.441043529368471e-06,3.939578618883388e-06,5.02475359098753e-06,3.809852614722331e-06,0.00023397071345243603
147500,3.3296873880317435e-05,1.684559553861618e-06,3.9075507629604544e-06,2.6620666631060885e-06,9.304694685852155e-06,4.339241513662273e-06,3.873588866554201e-06,4.95142194267828e-06,3.7649888326996006e-06,0.0002335714380024001
150000,3.3195592550328e-05,1e-06,3.86317469747155e-06,2.6446798528922955e-06,9.063610377779696e-06,4.2710275920399e-06,3.825945441349177e-06,4.9002965170075186e-06,3.73702550859889e-06,0.0002332589792786166
152500,3.3107538911281154e-05,1e-06,3.824771738436539e-06,2.62884100266092e-06,8.864485607773531e-06,4.213442934997147e-06,3.7839492961211363e-06,4.85701093566604e-06,3.7121524201211287e-06,0.00023297562438528985
155000,3.3023101423168555e-05,1e-06,3.7879497085668845e-06,2.6130355763598345e-06,8.68289680511225e-06,4.160102434980217e-06,3.743100705833058e-06,4.816603905055672e-06,3.6877995626127813e-06,0.00023269333178177476
157500,3.2942418329184875e-05,1e-06,3.752873681150959e-06,2.5972115054173628e-06,8.517967216903344e-06,4.110947884328198e-06,3.7037157198938075e-06,4.778894435730763e-06,3.663783672891441e-06,0.00023241394956130534
160000,3.286530409241095e-05,1e-06,3.7193817661318462e-06,2.581514536359464e-06,8.368129783775657e-06,4.065714620082872e-06,3.6659466786659323e-06,4.743835688714171e-06,3.6400522276380798e-06,0.0002321378415217623
162500,3.279091833974235e-05,1e-06,3.6873359476885526e-06,2.5657157038949663e-06,8.231276297010481e-06,4.023518158646766e-06,3.629501634350163e-06,4.7104008444875944e-06,3.6165067740512313e-06,0.00023186308681033552
165000,3.271945024607703e-05,1e-06,3.6567264487530338e-06,2.5502731659798883e-06,8.105892447929364e-06,3.984652266808553e-06,3.5947468859376386e-06,4.679115590988658e-06,3.59332921107125e-06,0.000231590835028328
167500,3.265006307628937e-05,1e-06,3.6270348573452793e-06,2.5349959287268575e-06,7.990566700755153e-06,3.947927780245664e-06,3.561370476745651e-06,4.648867616197094e-06,3.5701104934560135e-06,0.00023131964553613216
170000,3.2583007850917056e-05,1e-06,3.5987454793939833e-06,2.51992560151848e-06,7.884700607974082e-06,3.91370940633351e-06,3.529533842083765e-06,4.620060281013139e-06,3.5472035051498096e-06,0.00023105020227376372
172500,3.251786984037608e-05,1e-06,3.571332626961521e-06,2.505142674635863e-06,7.786171408952214e-06,3.881299107888481e-06,3.499124659356312e-06,4.592394816427259e-06,3.5245168419351103e-06,0.00023078298545442522
175000,3.245461266487837e-05,1e-06,3.5449766073725186e-06,2.490561428203364e-06,7.695043677813374e-06,3.850964276352897e-06,3.4700606192927808e-06,4.565718427329557e-06,3.5020730138057843e-06,0.00023051752941682935
177500,3.23928143188823e-05,1e-06,3.519503252391587e-06,2.4764292447798653e-06,7.609372914885171e-06,3.8219209272938315e-06,3.4424062960169977e-06,4.540017016552156e-06,3.4797574244294083e-06,0.0002302531065652147
180000,3.233239476685412e-05,1e-06,3.4948855045513483e-06,2.4624509933346417e-06,7.52900223233155e-06,3.794417807512218e-06,3.415827904973412e-06,4.514924512477592e-06,3.4578022223286098e-06,0.00022998981876298785
182500,3.22735431836918e-05,1e-06,3.471067202553968e-06,2.4488181225024164e-06,7.453414127667202e-06,3.7683387290599057e-06,3.390549863979686e-06,4.4905805225425866e-06,3.436105316723115e-06,0.00022972948499955237
185000,3.221606675651856e-05,1e-06,3.4482118280720897e-06,2.435456508464995e-06,7.382229796348838e-06,3.743225533980876e-06,3.3664130114630098e-06,4.466956397664035e-06,3.4149140901718056e-06,0.00022947111574467272
187500,3.21598636219278e-05,1e-06,3.4262100143678254e-06,2.4224063963629305e-06,7.314402864722069e-06,3.7198215068201534e-06,3.3434771467000246e-06,4.444280875759432e-06,3.394545046830899e-06,0.00022921377967577428
190000,3.2104300771607086e-05,1e-06,3.4044239782815566e-06,2.4093983483908232e-06,7.249418104038341e-06,3.696053909152397e-06,3.321221811347641e-06,4.420843197294744e-06,3.3731832900230074e-06,0.0002289598633069545
192500,3.2050476875156164e-05,1e-06,3.38372660735331e-06,2.396839136054041e-06,7.187891242210753e-06,3.674190338642802e-06,3.300225671409862e-06,4.398521923576482e-06,3.3530454857100267e-06,0.0002287093666382134
195000,3.199739512638189e-05,1e-06,3.3635842555668205e-06,2.384349954809295e-06,7.128558081603842e-06,3.6528751934383763e-06,3.280073769929004e-06,4.376725883048493e-06,3.3331275517411996e-06,0.00022845988860353827
197500,3.19449718517717e-05,1e-06,3.3439214348618407e-06,2.3721677280263975e-06,7.070776064210804e-06,3.6321134757599793e-06,3.26065764966188e-06,4.35523497799295e-06,3.3135950161522487e-06,0.00022821128368377686
200000,3.18936217809096e-05,1e-06,3.3248884392378386e-06,2.3600898657605285e-06,7.015495611994993e-06,3.6121325592830544e-06,3.241988906665938e-06,4.334062850830378e-06,3.2944228678388754e-06,0.00022796592384111136
202500,3.184287197655067e-05,1e-06,3.306333837826969e-06,2.3480454274249496e-06,6.961602139199385e-06,3.592674147512298e-06,3.223908151994692e-06,4.313266799726989e-06,3.275535846114508e-06,0.00022772159718442708
205000,3.1792678782949224e-05,1e-06,3.288190782768652e-06,2.336053512408398e-06,6.909138846822316e-06,3.5735813526116544e-06,3.2063410344562726e-06,4.292485300538829e-06,3.256891204728163e-06,0.00022747878392692655
207500,3.1743165891384706e-05,1e-06,3.270421984780114e-06,2.3243924260896165e-06,6.857772859802935e-06,3.554938530214713e-06,3.1894508083496476e-06,4.272175829100888e-06,3.238623094148352e-06,0.0002272375422762707
210000,3.169457704643719e-05,1e-06,3.2531067972740857e-06,2.3128372959035914e-06,6.807908903283533e-06,3.536952135618776e-06,3.1732470233691856e-06,4.252231065038359e-06,3.220861344743753e-06,0.0002269994729431346
212500,3.164664303767495e-05,1e-06,3.2363980153604643e-06,2.3013012651063036e-06,6.759345978935016e-06,3.519322262945934e-06,3.1575427783536725e-06,4.2324259084125515e-06,3.203306278010132e-06,0.00022676351363770664
215000,3.159912012051791e-05,1e-06,3.219691279809922e-06,2.2899891973793274e-06,6.7113014665665105e-06,3.5021068924834253e-06,3.1422885058418615e-06,4.212946350889979e-06,3.18612796945672e-06,0.00022652851475868374
217500,3.155217200401239e-05,1e-06,3.2038092285802122e-06,2.278521151310997e-06,6.664486136287451e-06,3.485101160549675e-06,3.1275271794584114e-06,4.193548647890566e-06,3.1692547963757534e-06,0.00022629511659033597
220000,3.15058023261372e-05,1e-06,3.1874326396064134e-06,2.267450781801017e-06,6.618082807108294e-06,3.468605427769944e-06,3.1132137792155845e-06,4.1744447116798256e-06,3.1528038562100846e-06,0.00022606441052630544
222500,3.145996015518904e-05,1e-06,3.171739990648348e-06,2.2563231141248252e-06,6.572649908775929e-06,3.4523704925959464e-06,3.099275545537239e-06,4.155573151365388e-06,3.1366557777801063e-06,0.0002258350868942216
225000,3.141456545563415e-05,1e-06,3.1564295568387024e-06,2.2452047687693266e-06,6.527995083160931e-06,3.436242877796758e-06,3.085714070039103e-06,4.1368552956555504e-06,3.1208346626954153e-06,0.00022560723300557584
227500,3.1369898351840675e-05,1e-06,3.141351953672711e-06,2.2342519514495507e-06,6.484029199782526e-06,3.420641405682545e-06,3.0725407214049483e-06,4.1185307964042295e-06,3.105522182522691e-06,0.0002253823186038062
230000,3.132586425635964e-05,1e-06,3.126445108136977e-06,2.2231893126445357e-06,6.4411906350869685e-06,3.4059135032293852e-06,3.059577920794254e-06,4.100359547010157e-06,3.091005055466667e-06,0.00022515923774335533
232500,3.1281921110348776e-05,1e-06,3.1118677270569606e-06,2.212510480603669e-06,6.397717697836924e-06,3.389914809304173e-06,3.047131258426816e-06,4.082535269844811e-06,3.075637096117134e-06,0.00022493803407996893
235000,3.123845817754045e-05,1e-06,3.0974274523032364e-06,2.2016949969838606e-06,6.355217010423075e-06,3.374874495420954e-06,3.0347764550242573e-06,4.064862878294662e-06,3.061162487938418e-06,0.00022471765987575054
237500,3.119575558230281e-05,1e-06,3.083189767494332e-06,2.1909606857661856e-06,6.3136817516351584e-06,3.3601988889131462e-06,3.0227904517232673e-06,4.047424681630218e-06,3.047142854484264e-06,0.00022450066171586514
240000,3.115299477940425e-05,1e-06,3.069172862524283e-06,2.180196361223352e-06,6.271924576140009e-06,3.3453750347689493e-06,3.0109620183793595e-06,4.030207946925657e-06,3.033089569726144e-06,0.00022428300871979445
242500,3.111087789875455e-05,1e-06,3.0553653687093174e-06,2.169528215745231e-06,6.231084171304246e-06,3.3309072478004964e-06,2.999410753545817e-06,4.013208581454819e-06,3.0194910323189106e-06,0.00022406801872421056
245000,3.106926669715904e-05,1e-06,3.0416665595112136e-06,2.158978077204665e-06,6.190690783114405e-06,3.31660180563631e-06,2.9880804959248053e-06,3.996605300926603e-06,3.0062901714700274e-06,0.0002238551969639957
247500,3.1027953809825704e-05,1e-06,3.0280857572506648e-06,2.1484015633177478e-06,6.150820809125435e-06,3.302701770735439e-06,2.9768646072625415e-06,3.979910161433509e-06,2.9934788017271785e-06,0.00022364335018210113
250000,3.098755769315176e-05,1e-06,3.0146782137308037e-06,2.137895080522867e-06,6.112222763476893e-06,3.2897598885028856e-06,2.9659640858881176e-06,3.963912604376674e-06,2.9818072562193265e-06,0.00022343421005643904
252500,3.094661587965675e-05,1e-06,3.00168744615803e-06,2.127586640199297e-06,6.072143605706515e-06,3.2749251204222674e-06,2.9551870284194592e-06,3.947690856875852e-06,2.9684706532862037e-06,0.0002232252445537597
255000,3.090649261139333e-05,1e-06,2.9888751669204794e-06,2.117083568009548e-06,6.033500994817587e-06,3.2610530524834758e-06,2.9445047857734608e-06,3.9318265407928266e-06,2.9562233976321295e-06,0.000223018869291991
257500,3.086698052356951e-05,1e-06,2.9761029054498067e-06,2.106741703755688e-06,5.9954791140626185e-06,3.2476843898621155e-06,2.934057874881546e-06,3.91630510421237e-06,2.9443913263094146e-06,0.00022281508427113295
260000,3.082769035245292e-05,1e-06,2.9635293685714714e-06,2.096383923344547e-06,5.9578933360171504e-06,3.234305950172711e-06,2.9237407943583094e-06,3.900896444974933e-06,2.9328280106710736e-06,0.00022261192498262972
262500,3.0788654839852825e-05,1e-06,2.950887619590503e-06,2.0861589291598648e-06,5.920704097661655e-06,3.221163979105768e-06,2.913546040872461e-06,3.885701971739763e-06,2.921479335782351e-06,0.00022240956604946405
265000,3.07501177303493e-05,1e-06,2.9386283131316304e-06,2.0759478047693847e-06,5.883978246856714e-06,3.208128418918932e-06,2.903459972003475e-06,3.870824002660811e-06,2.9104883196851006e-06,0.00022220946266315877
267500,3.071203173021786e-05,1e-06,2.9264349450386362e-06,2.0657880668295547e-06,5.847792181157274e-06,3.1952135941537563e-06,2.8936653961864067e-06,3.856066541629843e-06,2.8996551009186078e-06,0.00022201165847945958
270000,3.067437501158565e-05,1e-06,2.9144546260795323e-06,2.0556926756398752e-06,5.812417384731816e-06,3.1825352380110417e-06,2.8838353500759695e-06,3.841542365989881e-06,2.8892591217299923e-06,0.00022181528038345277
272500,3.0636994779342785e-05,1e-06,2.902590949815931e-06,2.0456263882806525e-06,5.776943908131216e-06,3.169674300806946e-06,2.8742972517648013e-06,3.827293767244555e-06,2.878827217500657e-06,0.00022162067762110382
275000,3.0600145692005754e-05,1e-06,2.8909350930916844e-06,2.035665829680511e-06,5.742362191085704e-06,3.1572810712532373e-06,2.8648889838223113e-06,3.8132868667162256e-06,2.8688145903288387e-06,0.0002214279375039041
277500,3.0563503969460726e-05,1e-06,2.8793986075470457e-06,2.025651383519289e-06,5.708138360205339e-06,3.144825996059808e-06,2.8554577511386015e-06,3.799400928983232e-06,2.8588408440555213e-06,0.00022123631788417697
280000,3.052705869777128e-05,1e-06,2.86794579551497e-06,2.015758809648105e-06,5.674273324984824e-06,3.132513711534557e-06,2.8461720376071753e-06,3.78562617697753e-06,2.849231350410264e-06,0.00022104496019892395
282500,3.0491391953546554e-05,1e-06,2.856750825230847e-06,2.0058485006302362e-06,5.641595180350123e-06,3.1209306143864524e-06,2.8369927349558566e-06,3.7721199532825267e-06,2.84025190921966e-06,0.00022085664386395365
285000,3.045534140255768e-05,1e-06,2.845740027623833e-06,1.9959998098784126e-06,5.608211722574197e-06,3.1082224722922547e-06,2.827951448125532e-06,3.7586737562378403e-06,2.830363655448309e-06,0.00022066757082939148
287500,3.0419892937061377e-05,1e-06,2.834768565662671e-06,1.9861456621583784e-06,5.575831437454326e-06,3.0962200980866328e-06,2.8189863314764807e-06,3.745424010048737e-06,2.82120731753821e-06,0.00022048056416679174
290000,3.038477552763652e-05,1e-06,2.8238960112503264e-06,1.9764208900596714e-06,5.543898623727728e-06,3.0844216780678835e-06,2.810141495501739e-06,3.73238799511455e-06,2.812297680065967e-06,0.00022029476531315595
292500,3.0350367524079047e-05,1e-06,2.813352239172673e-06,1.966750915016746e-06,5.5130421969806775e-06,3.072843810514314e-06,2.8013589599140687e-06,3.7195400182099547e-06,2.8037648007739335e-06,0.000220112269744277
295000,3.03158194583375e-05,1e-06,2.80283188658359e-06,1.957106178451795e-06,5.481891548697604e-06,3.0610483463533456e-06,2.7927417249884456e-06,3.7069162317493465e-06,2.79502933153708e-06,0.0002199289738200605
297500,3.0281755243777297e-05,1e-06,2.7924804726353614e-06,1.947497366927564e-06,5.451479864859721e-06,3.0495998544211034e-06,2.784232947306009e-06,3.6944243220204953e-06,2.786586037473171e-06,0.00021974772971589118
300000,3.02476419165032e-05,1e-06,2.7821711228170898e-06,1.937873548740754e-06,5.421342848421773e-06,3.0380115276784636e-06,2.7757841962738894e-06,3.6819162687606877e-06,2.7782359666161938e-06,0.00021956580167170614
